Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,551,1250,9,4,3,1,2,2.31,146,298,444
Zero-shot,default,551,1222,9,4,3,2,2,2.05,146,288,434
Zero-shot,creative,551,1000,10,4,5,2,3,2.05,146,246,392
Few-shot,precise,1443,2769,15,7,4,2,2,3.81,332,614,946
Few-shot,default,1443,3433,14,6,3,2,1,4.57,332,758,1090
Few-shot,creative,1443,3030,17,8,4,2,1,4.41,332,660,992
Chain-of-Thought,precise,1610,1582,14,6,4,2,2,2.55,376,352,728
Chain-of-Thought,default,1610,1819,15,6,4,2,2,2.66,376,411,787
Chain-of-Thought,creative,1610,1334,13,5,3,2,2,2.38,376,315,691
Self-Consistency,precise,1225,2305,18,6,4,2,2,3.45,271,542,813
Self-Consistency,default,1225,2216,17,6,3,2,2,3.41,271,533,804
Self-Consistency,creative,1225,2188,17,6,3,2,2,3.94,271,515,786
System Prompt,precise,767,2438,11,5,3,1,3,4.03,185,602,787
System Prompt,default,767,2240,10,5,3,1,3,3.63,185,492,677
System Prompt,creative,767,3479,9,4,4,1,1,4.70,185,706,891
Role Prompt,precise,1022,1898,20,10,3,1,2,3.13,225,457,682
Role Prompt,default,1022,2533,20,10,3,2,1,3.92,225,598,823
Role Prompt,creative,1022,2255,20,10,4,1,1,3.68,225,523,748
Contextual,precise,731,1932,11,6,5,3,4,2.89,174,424,598
Contextual,default,731,2155,13,7,4,2,3,3.44,174,482,656
Contextual,creative,731,2074,12,7,4,2,2,3.19,174,451,625
Tree of Thoughts,precise,1706,1665,13,6,3,2,2,2.63,387,375,762
Tree of Thoughts,default,1706,1479,14,7,3,2,2,2.61,387,355,742
Tree of Thoughts,creative,1706,1699,15,6,3,1,2,3.39,387,413,800
ReAct,precise,1772,2017,18,6,3,2,1,2.99,425,468,893
ReAct,default,1772,2227,18,6,4,3,1,3.06,425,488,913
ReAct,creative,1772,2199,18,6,3,2,1,3.01,425,474,899
