Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,589,1859,12,4,2,2,1,3.18,152,427,579
Zero-shot,default,589,2208,13,5,4,2,2,3.76,152,514,666
Zero-shot,creative,589,1876,14,5,3,2,2,3.37,152,443,595
Few-shot,precise,1481,3038,19,9,3,2,2,4.40,338,695,1033
Few-shot,default,1481,3241,19,8,3,2,1,4.59,338,748,1086
Few-shot,creative,1481,4284,17,8,3,2,1,5.90,338,939,1277
Chain-of-Thought,precise,1648,2079,18,8,3,2,1,3.36,382,496,878
Chain-of-Thought,default,1648,2053,17,7,2,2,1,3.10,382,479,861
Chain-of-Thought,creative,1648,2038,19,7,3,2,1,3.48,382,501,883
Self-Consistency,precise,1263,2341,20,6,3,2,1,3.67,277,557,834
Self-Consistency,default,1263,2615,17,6,3,2,1,3.94,277,596,873
Self-Consistency,creative,1263,2156,18,6,3,2,1,3.34,277,515,792
System Prompt,precise,805,2478,11,5,3,2,2,4.56,191,654,845
System Prompt,default,805,2131,10,4,4,2,3,3.58,191,485,676
System Prompt,creative,805,3423,16,8,5,1,4,5.11,191,733,924
Role Prompt,precise,1060,2887,24,10,2,1,1,4.50,231,674,905
Role Prompt,default,1060,2370,21,9,3,1,1,3.77,231,549,780
Role Prompt,creative,1060,2599,22,10,3,1,1,3.68,231,589,820
Contextual,precise,769,1947,10,5,4,2,2,3.32,180,492,672
Contextual,default,769,2516,14,7,4,2,3,4.02,180,556,736
Contextual,creative,769,2618,14,7,3,2,5,4.16,180,622,802
Tree of Thoughts,precise,1744,1499,14,6,3,1,2,2.47,393,355,748
Tree of Thoughts,default,1744,1356,12,5,3,2,1,2.27,393,308,701
Tree of Thoughts,creative,1744,1327,14,5,3,1,1,2.35,393,336,729
ReAct,precise,1810,2197,18,6,3,3,2,2.96,431,504,935
ReAct,default,1810,1130,9,3,4,3,2,1.88,431,256,687
ReAct,creative,1810,1232,9,3,3,2,2,2.21,431,281,712
