Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,593,1788,16,5,3,3,2,2.66,156,404,560
Zero-shot,default,593,2064,12,5,4,2,3,3.27,156,442,598
Zero-shot,creative,593,1947,16,5,4,2,1,3.17,156,444,600
Few-shot,precise,1485,4399,24,9,4,2,1,6.03,342,1023,1365
Few-shot,default,1485,4848,21,8,2,2,1,6.35,342,1062,1404
Few-shot,creative,1485,6189,10,6,3,2,1,8.09,342,1347,1689
Chain-of-Thought,precise,1652,2129,18,6,3,2,1,3.17,386,495,881
Chain-of-Thought,default,1652,1890,19,7,3,3,1,3.27,386,451,837
Chain-of-Thought,creative,1652,1889,19,5,4,3,2,3.01,386,441,827
Self-Consistency,precise,1267,2716,26,8,3,3,2,4.19,281,653,934
Self-Consistency,default,1267,2971,29,9,4,2,2,4.30,281,725,1006
Self-Consistency,creative,1267,2269,23,9,3,2,2,3.58,281,543,824
System Prompt,precise,809,2464,11,5,5,3,3,3.89,195,616,811
System Prompt,default,809,2975,13,6,5,2,2,4.37,195,665,860
System Prompt,creative,809,4103,11,4,2,1,1,5.09,195,837,1032
Role Prompt,precise,1064,3897,28,10,2,2,1,7.28,235,849,1084
Role Prompt,default,1064,2976,24,10,4,2,1,4.69,235,675,910
Role Prompt,creative,1064,3355,28,10,3,2,1,4.75,235,749,984
Contextual,precise,774,2262,19,8,3,3,2,3.64,184,521,705
Contextual,default,774,2364,22,10,4,2,1,3.78,184,547,731
Contextual,creative,774,2353,21,10,3,2,1,3.86,184,554,738
Tree of Thoughts,precise,1748,1610,16,6,3,2,1,2.46,397,369,766
Tree of Thoughts,default,1748,1493,17,5,3,1,1,2.84,397,359,756
Tree of Thoughts,creative,1748,1319,14,6,5,1,1,2.37,397,319,716
ReAct,precise,1814,1002,9,3,4,3,1,1.83,435,222,657
ReAct,default,1814,1078,9,3,3,3,1,2.16,435,247,682
ReAct,creative,1814,967,9,3,5,3,1,1.83,435,228,663
