Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,613,1827,13,6,3,1,2,2.80,161,404,565
Zero-shot,default,613,1818,11,5,3,2,2,2.96,161,395,556
Zero-shot,creative,613,1813,10,5,3,3,2,2.96,161,385,546
Few-shot,precise,1505,3261,15,7,3,2,1,4.71,347,758,1105
Few-shot,default,1505,2823,12,5,4,2,1,4.06,347,646,993
Few-shot,creative,1505,5023,16,8,2,1,1,6.98,347,1127,1474
Chain-of-Thought,precise,1672,2195,16,6,4,3,2,3.52,391,484,875
Chain-of-Thought,default,1672,2181,14,6,3,2,1,3.17,391,472,863
Chain-of-Thought,creative,1672,1813,14,6,3,2,1,2.81,391,417,808
Self-Consistency,precise,1287,2317,20,6,3,4,1,4.28,286,530,816
Self-Consistency,default,1287,2253,18,6,3,3,2,3.80,286,535,821
Self-Consistency,creative,1287,2796,22,9,3,2,1,4.13,286,623,909
System Prompt,precise,829,3571,11,5,5,2,4,4.74,200,697,897
System Prompt,default,829,2280,11,5,5,3,3,3.47,200,520,720
System Prompt,creative,829,2265,10,5,5,3,4,3.69,200,504,704
Role Prompt,precise,1084,2396,17,8,3,2,2,3.67,240,547,787
Role Prompt,default,1084,3066,20,10,2,1,1,4.49,240,707,947
Role Prompt,creative,1084,2679,17,7,4,2,1,3.89,240,604,844
Contextual,precise,798,2294,14,7,4,3,2,3.47,191,500,691
Contextual,default,798,1939,14,7,3,2,2,2.96,191,440,631
Contextual,creative,798,2491,14,8,3,2,2,4.04,191,555,746
Tree of Thoughts,precise,1768,1538,14,6,3,2,1,2.40,402,348,750
Tree of Thoughts,default,1768,1793,14,6,3,2,3,2.76,402,397,799
Tree of Thoughts,creative,1768,1041,10,5,3,2,2,2.03,402,245,647
ReAct,precise,1834,1009,9,3,4,3,1,1.80,440,213,653
ReAct,default,1834,1305,9,3,4,3,1,1.99,440,279,719
ReAct,creative,1834,1147,9,3,4,2,1,1.84,440,236,676
