Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,618,1462,11,5,4,1,2,2.51,157,348,505
Zero-shot,default,618,1488,13,6,3,1,1,2.72,157,354,511
Zero-shot,creative,618,1450,11,4,3,1,1,2.59,157,328,485
Few-shot,precise,1510,3216,20,10,3,1,1,4.59,343,721,1064
Few-shot,default,1510,4853,17,8,4,1,1,6.29,343,1028,1371
Few-shot,creative,1510,3062,17,8,4,1,2,4.19,343,681,1024
Chain-of-Thought,precise,1677,2183,18,8,3,1,1,3.50,387,482,869
Chain-of-Thought,default,1677,1868,15,7,3,1,1,2.98,387,414,801
Chain-of-Thought,creative,1677,1899,15,6,4,1,1,3.01,387,419,806
Self-Consistency,precise,1292,2679,22,8,3,2,1,3.92,282,603,885
Self-Consistency,default,1292,2470,20,6,3,1,1,3.68,282,578,860
Self-Consistency,creative,1292,2488,18,6,4,2,3,3.88,282,581,863
System Prompt,precise,834,2477,13,6,5,1,3,3.68,196,539,735
System Prompt,default,834,2397,12,5,4,1,3,3.98,196,527,723
System Prompt,creative,834,3117,12,5,3,1,1,4.39,196,646,842
Role Prompt,precise,1089,3258,22,10,3,1,1,4.42,236,688,924
Role Prompt,default,1089,3883,25,10,3,1,1,4.98,236,809,1045
Role Prompt,creative,1089,2827,20,10,3,1,1,3.98,236,584,820
Contextual,precise,869,2761,14,7,5,1,4,4.09,195,592,787
Contextual,default,869,2091,12,6,5,1,3,3.49,195,460,655
Contextual,creative,869,2553,12,6,5,1,3,3.85,195,546,741
Tree of Thoughts,precise,1773,1608,17,8,3,1,2,2.75,398,380,778
Tree of Thoughts,default,1773,1847,14,7,4,1,2,2.89,398,405,803
Tree of Thoughts,creative,1773,1702,16,7,3,1,1,7.87,398,399,797
ReAct,precise,1839,1014,9,3,4,2,1,1.75,436,223,659
ReAct,default,1839,950,9,3,4,1,1,1.72,436,214,650
ReAct,creative,1839,984,9,3,4,1,1,1.84,436,211,647
