Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,638,1411,11,5,5,2,1,2.34,163,315,478
Zero-shot,default,638,1358,11,5,4,1,1,2.24,163,302,465
Zero-shot,creative,638,1314,10,5,4,1,2,2.45,163,312,475
Few-shot,precise,1530,3321,14,7,3,1,1,4.60,349,744,1093
Few-shot,default,1530,3220,13,6,4,1,1,4.70,349,752,1101
Few-shot,creative,1530,3425,12,6,3,3,1,4.59,349,762,1111
Chain-of-Thought,precise,1697,1607,15,7,4,1,1,2.75,393,365,758
Chain-of-Thought,default,1697,1770,15,7,5,1,1,3.03,393,402,795
Chain-of-Thought,creative,1697,1622,14,7,4,2,1,2.59,393,362,755
Self-Consistency,precise,1312,2146,18,6,5,1,2,3.37,288,503,791
Self-Consistency,default,1312,2312,18,6,3,1,1,3.55,288,520,808
Self-Consistency,creative,1312,2744,24,8,5,1,1,4.12,288,630,918
System Prompt,precise,854,3769,10,5,5,1,3,5.01,202,770,972
System Prompt,default,854,2408,14,7,5,1,4,3.80,202,535,737
System Prompt,creative,854,2844,8,4,5,1,3,4.27,202,585,787
Role Prompt,precise,1109,2300,20,10,3,1,1,3.77,242,521,763
Role Prompt,default,1109,2342,20,10,4,1,1,3.41,242,513,755
Role Prompt,creative,1109,2638,20,10,3,1,1,4.15,242,581,823
Contextual,precise,817,2070,15,8,4,2,1,3.17,192,449,641
Contextual,default,817,2933,13,8,5,1,2,4.29,192,655,847
Contextual,creative,817,1762,11,6,3,1,2,2.87,192,381,573
Tree of Thoughts,precise,1793,1474,13,6,4,1,1,2.39,404,340,744
Tree of Thoughts,default,1793,1462,16,8,3,2,1,2.49,404,347,751
Tree of Thoughts,creative,1793,1656,13,6,3,1,1,2.96,404,382,786
ReAct,precise,1859,2403,18,6,4,1,1,3.27,442,552,994
ReAct,default,1859,1137,9,3,5,1,2,2.05,442,258,700
ReAct,creative,1859,1274,9,3,5,1,2,2.54,442,284,726
