Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,563,1476,13,5,4,1,1,2.48,148,349,497
Zero-shot,default,563,1587,13,5,4,1,1,2.72,148,357,505
Zero-shot,creative,563,1490,14,5,4,2,1,2.47,148,336,484
Few-shot,precise,1455,3411,18,9,2,1,1,5.10,334,867,1201
Few-shot,default,1455,3365,24,10,4,2,1,4.69,334,784,1118
Few-shot,creative,1455,3458,22,9,3,1,1,4.91,334,812,1146
Chain-of-Thought,precise,1622,2190,19,7,4,1,1,3.23,378,507,885
Chain-of-Thought,default,1622,2273,22,8,4,2,1,3.55,378,530,908
Chain-of-Thought,creative,1622,1870,17,7,3,2,1,2.78,378,439,817
Self-Consistency,precise,1237,2402,23,9,3,2,1,3.51,273,566,839
Self-Consistency,default,1237,2246,21,9,3,1,1,3.29,273,523,796
Self-Consistency,creative,1237,2520,24,9,3,2,2,3.98,273,600,873
System Prompt,precise,779,2823,12,5,5,2,4,4.69,187,717,904
System Prompt,default,779,3071,13,5,5,1,4,4.24,187,711,898
System Prompt,creative,779,2900,11,5,2,1,1,4.51,187,659,846
Role Prompt,precise,1034,3504,32,14,3,1,1,5.37,227,839,1066
Role Prompt,default,1034,3380,28,10,3,2,1,4.84,227,784,1011
Role Prompt,creative,1034,3404,29,9,3,1,1,4.96,227,786,1013
Contextual,precise,735,2984,20,8,5,1,3,4.90,175,687,862
Contextual,default,735,3043,19,10,5,2,4,4.48,175,681,856
Contextual,creative,735,2614,18,10,5,2,3,4.32,175,590,765
Tree of Thoughts,precise,1718,1844,20,10,3,1,1,3.17,389,455,844
Tree of Thoughts,default,1718,1711,17,7,4,1,1,2.63,389,408,797
Tree of Thoughts,creative,1718,2175,22,10,4,1,2,3.58,389,528,917
ReAct,precise,1784,1089,9,3,5,3,1,1.92,427,245,672
ReAct,default,1784,1167,9,3,5,3,1,1.97,427,243,670
ReAct,creative,1784,997,9,3,4,3,1,1.94,427,229,656
