Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,562,1663,11,4,2,2,1,2.64,147,379,526
Zero-shot,default,562,2053,14,5,3,2,1,3.01,147,456,603
Zero-shot,creative,562,1773,12,4,3,2,1,2.71,147,376,523
Few-shot,precise,1454,3049,16,7,3,3,1,4.09,333,680,1013
Few-shot,default,1454,3302,17,7,4,3,1,4.37,333,703,1036
Few-shot,creative,1454,3735,16,6,3,2,1,5.13,333,826,1159
Chain-of-Thought,precise,1621,2234,15,6,3,3,1,3.27,377,486,863
Chain-of-Thought,default,1621,2206,15,5,3,2,1,3.46,377,485,862
Chain-of-Thought,creative,1621,1832,14,5,3,3,1,2.48,377,397,774
Self-Consistency,precise,1236,2516,18,6,4,3,2,3.68,272,566,838
Self-Consistency,default,1236,4729,39,10,3,3,1,6.12,272,1109,1381
Self-Consistency,creative,1236,2779,20,6,4,3,2,3.98,272,650,922
System Prompt,precise,778,2735,13,5,5,2,1,3.93,186,614,800
System Prompt,default,778,2563,11,5,4,2,3,4.14,186,577,763
System Prompt,creative,778,2917,11,4,5,2,1,4.11,186,658,844
Role Prompt,precise,1033,3721,23,8,3,2,1,5.33,226,829,1055
Role Prompt,default,1033,2871,19,7,3,2,1,3.95,226,611,837
Role Prompt,creative,1033,2905,19,7,2,2,1,4.19,226,611,837
Contextual,precise,738,2599,18,8,4,3,1,3.78,175,561,736
Contextual,default,738,2274,14,6,3,2,1,3.46,175,484,659
Contextual,creative,738,2562,18,9,3,3,1,3.88,175,566,741
Tree of Thoughts,precise,1717,1430,13,5,3,2,1,2.15,388,309,697
Tree of Thoughts,default,1717,1592,15,7,3,2,1,2.41,388,355,743
Tree of Thoughts,creative,1717,1570,15,6,3,2,1,2.60,388,361,749
ReAct,precise,1783,984,9,3,3,2,1,1.79,426,223,649
ReAct,default,1783,1207,9,3,3,2,1,2.04,426,264,690
ReAct,creative,1783,1248,9,3,3,3,1,1.93,426,262,688
