Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,662,1569,13,5,4,1,3,2.55,167,362,529
Zero-shot,default,662,1534,10,4,5,4,3,2.20,167,328,495
Zero-shot,creative,662,1521,10,5,3,3,2,2.50,167,344,511
Few-shot,precise,1554,4256,17,8,3,1,1,5.73,353,957,1310
Few-shot,default,1554,2876,17,8,4,2,2,4.18,353,627,980
Few-shot,creative,1554,3067,13,6,3,2,1,4.11,353,659,1012
Chain-of-Thought,precise,1721,1388,14,6,4,2,2,2.33,397,304,701
Chain-of-Thought,default,1721,2080,19,8,4,2,2,2.95,397,459,856
Chain-of-Thought,creative,1721,1897,14,5,4,3,2,3.17,397,424,821
Self-Consistency,precise,1336,1917,17,6,3,2,1,3.18,292,448,740
Self-Consistency,default,1336,1782,15,6,3,3,2,2.74,292,406,698
Self-Consistency,creative,1336,2265,20,9,3,2,2,3.47,292,503,795
System Prompt,precise,878,1972,10,5,5,3,4,3.17,206,406,612
System Prompt,default,878,2556,11,5,5,3,3,3.89,206,541,747
System Prompt,creative,878,2333,10,5,5,3,3,3.67,206,506,712
Role Prompt,precise,1133,3780,26,12,4,2,1,4.82,246,778,1024
Role Prompt,default,1133,2578,17,7,3,2,2,3.67,246,578,824
Role Prompt,creative,1133,2616,20,10,3,1,2,3.69,246,581,827
Contextual,precise,839,2494,11,6,5,2,3,3.89,195,583,778
Contextual,default,839,2209,11,6,4,1,1,3.66,195,549,744
Contextual,creative,839,2272,9,5,5,1,1,3.58,195,471,666
Tree of Thoughts,precise,1817,1499,16,7,3,1,1,2.39,408,337,745
Tree of Thoughts,default,1817,1539,13,6,3,2,2,2.62,408,332,740
Tree of Thoughts,creative,1817,1332,13,6,2,2,2,2.21,408,306,714
ReAct,precise,1883,963,9,3,5,3,1,1.65,446,200,646
ReAct,default,1883,926,9,3,4,3,1,1.70,446,197,643
ReAct,creative,1883,1012,9,3,4,3,1,1.98,446,214,660
