Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,595,1793,12,6,3,1,3,2.75,155,421,576
Zero-shot,default,595,1864,14,7,4,1,3,3.06,155,438,593
Zero-shot,creative,595,1265,11,5,4,2,2,2.14,155,281,436
Few-shot,precise,1487,3252,19,10,4,1,1,4.84,341,762,1103
Few-shot,default,1487,2969,15,7,4,1,1,4.20,341,655,996
Few-shot,creative,1487,2451,13,6,4,1,2,3.63,341,543,884
Chain-of-Thought,precise,1654,1766,16,8,3,1,2,2.76,385,419,804
Chain-of-Thought,default,1654,1815,15,7,3,1,2,2.84,385,402,787
Chain-of-Thought,creative,1654,1834,16,8,3,1,2,2.87,385,403,788
Self-Consistency,precise,1269,2101,18,6,3,1,2,3.17,280,457,737
Self-Consistency,default,1269,2252,21,9,2,1,1,3.54,280,516,796
Self-Consistency,creative,1269,3499,36,14,3,1,2,4.84,280,807,1087
System Prompt,precise,811,2800,12,6,5,1,3,4.83,194,671,865
System Prompt,default,811,2952,12,6,5,2,3,4.31,194,634,828
System Prompt,creative,811,2596,12,6,3,1,1,4.04,194,581,775
Role Prompt,precise,1066,2619,20,10,3,1,1,3.74,234,570,804
Role Prompt,default,1066,2702,20,10,3,1,1,4.12,234,563,797
Role Prompt,creative,1066,2491,20,10,3,1,1,3.78,234,544,778
Contextual,precise,769,1900,14,9,3,1,3,2.91,182,414,596
Contextual,default,769,2116,14,9,4,1,3,3.18,182,439,621
Contextual,creative,769,1937,13,7,2,1,2,3.21,182,441,623
Tree of Thoughts,precise,1750,1409,13,6,3,1,1,2.30,396,304,700
Tree of Thoughts,default,1750,1601,14,7,4,1,3,2.59,396,349,745
Tree of Thoughts,creative,1750,1304,13,7,2,1,2,2.25,396,307,703
ReAct,precise,1816,1045,9,3,3,1,1,1.84,434,226,660
ReAct,default,1816,2041,18,6,4,2,1,2.58,434,426,860
ReAct,creative,1816,980,9,3,3,2,1,1.65,434,210,644
