Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,660,1483,11,5,5,2,3,2.84,161,318,479
Zero-shot,default,660,1547,13,5,5,2,3,3.11,161,355,516
Zero-shot,creative,660,1388,11,5,3,2,3,2.42,161,324,485
Few-shot,precise,1552,2658,16,7,4,2,2,3.92,347,606,953
Few-shot,default,1552,2363,15,7,3,1,1,3.58,347,530,877
Few-shot,creative,1552,2593,11,4,4,2,2,3.66,347,574,921
Chain-of-Thought,precise,1719,2065,19,7,3,2,1,3.38,391,472,863
Chain-of-Thought,default,1719,1771,16,6,3,1,2,3.30,391,421,812
Chain-of-Thought,creative,1719,1763,14,6,3,1,2,3.66,391,406,797
Self-Consistency,precise,1334,2180,18,6,3,1,2,4.25,286,516,802
Self-Consistency,default,1334,2258,20,6,3,1,2,3.70,286,533,819
Self-Consistency,creative,1334,2109,21,9,4,2,2,3.18,286,471,757
System Prompt,precise,876,2087,10,5,5,1,4,3.26,200,452,652
System Prompt,default,876,2754,12,5,4,1,2,4.33,200,614,814
System Prompt,creative,876,2447,10,5,3,1,2,3.85,200,523,723
Role Prompt,precise,1131,3085,20,10,4,1,1,4.29,240,634,874
Role Prompt,default,1131,2906,20,10,3,1,2,4.08,240,609,849
Role Prompt,creative,1131,2940,22,10,5,1,2,4.15,240,622,862
Contextual,precise,845,2283,20,10,3,1,1,3.45,191,502,693
Contextual,default,845,1790,13,6,5,2,3,2.88,191,379,570
Contextual,creative,845,2005,13,7,3,2,2,3.15,191,447,638
Tree of Thoughts,precise,1815,1380,14,6,4,2,2,2.34,402,317,719
Tree of Thoughts,default,1815,1372,12,5,4,1,2,2.31,402,316,718
Tree of Thoughts,creative,1815,1527,14,7,4,1,2,2.66,402,339,741
ReAct,precise,1881,1175,9,3,5,3,2,1.84,440,245,685
ReAct,default,1881,1236,9,3,5,2,2,2.04,440,261,701
ReAct,creative,1881,1110,9,3,5,3,1,1.58,440,229,669
