Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,548,1366,11,5,4,2,2,2.42,146,315,461
Zero-shot,default,548,1352,13,5,3,2,3,2.35,146,323,469
Zero-shot,creative,548,1867,11,5,4,1,2,3.24,146,427,573
Few-shot,precise,1440,2411,15,6,4,2,1,3.92,332,588,920
Few-shot,default,1440,2761,13,6,3,1,1,3.99,332,603,935
Few-shot,creative,1440,3182,16,7,3,2,1,4.32,332,733,1065
Chain-of-Thought,precise,1607,1741,15,5,2,1,1,2.68,376,408,784
Chain-of-Thought,default,1607,1602,14,5,3,2,1,2.58,376,380,756
Chain-of-Thought,creative,1607,1866,15,5,3,2,2,2.78,376,446,822
Self-Consistency,precise,1222,1813,17,6,3,2,2,2.76,271,433,704
Self-Consistency,default,1222,2206,20,6,3,1,1,3.68,271,538,809
Self-Consistency,creative,1222,2202,17,6,3,1,1,3.57,271,517,788
System Prompt,precise,764,2965,12,5,5,2,2,4.30,185,659,844
System Prompt,default,764,2651,11,5,5,1,3,4.60,185,690,875
System Prompt,creative,764,2667,11,5,5,1,3,4.81,185,662,847
Role Prompt,precise,1019,3431,23,10,3,1,1,5.01,225,773,998
Role Prompt,default,1019,2592,20,9,2,2,1,3.79,225,595,820
Role Prompt,creative,1019,2942,18,8,4,2,1,4.27,225,680,905
Contextual,precise,728,2291,16,8,4,2,1,3.49,174,511,685
Contextual,default,728,1992,16,7,4,2,2,3.33,174,446,620
Contextual,creative,728,2095,18,10,4,2,1,3.41,174,482,656
Tree of Thoughts,precise,1703,1435,16,6,3,2,2,2.56,387,366,753
Tree of Thoughts,default,1703,1261,14,6,3,2,1,2.24,387,307,694
Tree of Thoughts,creative,1703,861,10,4,3,1,2,1.69,387,210,597
ReAct,precise,1769,779,9,3,4,2,1,1.57,425,189,614
ReAct,default,1769,823,9,3,3,2,1,1.66,425,200,625
ReAct,creative,1769,1060,9,3,4,2,2,2.02,425,244,669
