Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,580,1296,8,4,2,1,1,2.74,151,289,440
Zero-shot,default,580,1668,9,4,4,1,1,2.76,151,367,518
Zero-shot,creative,580,1635,9,4,3,2,2,2.85,151,370,521
Few-shot,precise,1472,3179,16,8,3,1,1,5.33,337,758,1095
Few-shot,default,1472,3583,24,13,3,2,1,5.21,337,850,1187
Few-shot,creative,1472,3689,15,8,3,1,1,5.53,337,838,1175
Chain-of-Thought,precise,1639,1894,19,8,3,1,1,2.91,381,445,826
Chain-of-Thought,default,1639,1803,15,6,4,1,1,3.19,381,433,814
Chain-of-Thought,creative,1639,2284,16,7,4,2,1,3.59,381,527,908
Self-Consistency,precise,1254,2682,20,8,2,1,1,3.95,276,597,873
Self-Consistency,default,1254,1782,15,6,3,3,1,3.00,276,411,687
Self-Consistency,creative,1254,3418,30,15,3,2,2,4.81,276,777,1053
System Prompt,precise,796,2279,10,5,5,1,3,3.65,190,484,674
System Prompt,default,796,2908,15,7,4,1,1,4.60,190,685,875
System Prompt,creative,796,2288,10,5,5,1,3,3.68,190,493,683
Role Prompt,precise,1051,2592,24,10,3,1,1,3.95,230,601,831
Role Prompt,default,1051,2476,20,10,3,1,1,3.56,230,556,786
Role Prompt,creative,1051,2645,20,10,3,1,1,4.01,230,585,815
Contextual,precise,760,2412,14,8,4,1,2,3.78,179,545,724
Contextual,default,760,2427,14,8,4,2,3,3.98,179,549,728
Contextual,creative,760,1884,10,5,4,1,3,3.12,179,434,613
Tree of Thoughts,precise,1735,1498,14,7,3,1,2,2.62,392,349,741
Tree of Thoughts,default,1735,1060,12,5,3,1,1,2.00,392,262,654
Tree of Thoughts,creative,1735,1504,15,7,3,1,1,2.57,392,370,762
ReAct,precise,1801,938,9,3,3,2,2,2.05,430,225,655
ReAct,default,1801,1002,9,3,3,3,1,1.84,430,219,649
ReAct,creative,1801,1040,9,3,5,2,3,1.92,430,238,668
