Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,612,1534,11,4,5,1,3,2.52,158,361,519
Zero-shot,default,612,1352,11,4,5,3,2,2.14,158,305,463
Zero-shot,creative,612,968,10,3,3,2,1,1.77,158,225,383
Few-shot,precise,1504,2520,15,7,3,1,2,3.88,344,589,933
Few-shot,default,1504,3117,14,6,3,1,2,4.50,344,763,1107
Few-shot,creative,1504,2855,16,7,3,1,2,4.24,344,668,1012
Chain-of-Thought,precise,1671,1583,17,7,3,1,1,2.91,388,389,777
Chain-of-Thought,default,1671,1597,17,6,3,1,2,2.76,388,387,775
Chain-of-Thought,creative,1671,1950,16,5,4,1,2,3.06,388,450,838
Self-Consistency,precise,1286,2191,20,6,3,2,2,3.30,283,516,799
Self-Consistency,default,1286,2544,20,6,3,2,1,3.65,283,592,875
Self-Consistency,creative,1286,1779,16,6,3,2,1,2.96,283,412,695
System Prompt,precise,828,2305,15,6,3,1,2,3.60,197,547,744
System Prompt,default,828,2783,11,5,5,1,3,4.17,197,601,798
System Prompt,creative,828,2346,13,5,4,1,1,3.47,197,503,700
Role Prompt,precise,1083,2832,20,10,3,1,2,4.21,237,611,848
Role Prompt,default,1083,2175,20,8,3,1,1,3.35,237,492,729
Role Prompt,creative,1083,2522,19,9,2,1,1,3.70,237,570,807
Contextual,precise,788,2008,12,6,5,2,3,3.24,185,443,628
Contextual,default,788,2227,13,6,3,2,3,4.40,185,617,802
Contextual,creative,788,2145,13,7,4,2,3,3.67,185,502,687
Tree of Thoughts,precise,1767,1386,14,6,3,1,2,2.56,399,327,726
Tree of Thoughts,default,1767,1426,13,5,3,1,2,2.84,399,358,757
Tree of Thoughts,creative,1767,1522,14,6,3,1,2,2.57,399,356,755
ReAct,precise,1833,1068,9,3,3,1,1,2.10,437,258,695
ReAct,default,1833,1077,9,3,3,1,1,2.28,437,258,695
ReAct,creative,1833,1019,9,3,4,1,1,1.94,437,231,668
