Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,589,1262,10,5,3,1,2,2.14,150,283,433
Zero-shot,default,589,1204,8,4,5,2,3,2.14,150,269,419
Zero-shot,creative,589,1300,8,4,5,2,3,2.35,150,298,448
Few-shot,precise,1481,3027,13,6,2,2,1,4.19,336,678,1014
Few-shot,default,1481,2092,12,5,4,2,1,3.27,336,485,821
Few-shot,creative,1481,3273,15,7,3,1,2,4.31,336,719,1055
Chain-of-Thought,precise,1648,1487,12,5,4,2,2,2.44,380,334,714
Chain-of-Thought,default,1648,1578,14,7,3,2,2,2.54,380,358,738
Chain-of-Thought,creative,1648,1751,13,6,4,2,2,2.86,380,393,773
Self-Consistency,precise,1263,2441,18,6,4,3,2,3.88,275,554,829
Self-Consistency,default,1263,2539,18,6,4,3,2,3.89,275,577,852
Self-Consistency,creative,1263,2301,18,6,4,2,2,3.37,275,502,777
System Prompt,precise,805,2107,10,5,5,2,3,3.15,189,456,645
System Prompt,default,805,3036,11,5,4,1,2,4.41,189,673,862
System Prompt,creative,805,2275,10,5,4,2,2,3.57,189,503,692
Role Prompt,precise,1060,2605,20,10,3,2,1,3.68,229,571,800
Role Prompt,default,1060,2822,20,10,4,2,1,4.09,229,617,846
Role Prompt,creative,1060,2598,15,7,4,2,2,4.74,229,544,773
Contextual,precise,782,2303,11,6,4,2,2,4.42,179,491,670
Contextual,default,782,1719,10,5,4,2,2,3.19,179,384,563
Contextual,creative,782,2075,15,8,4,2,2,3.16,179,467,646
Tree of Thoughts,precise,1744,1095,11,5,3,2,1,1.89,391,256,647
Tree of Thoughts,default,1744,1337,13,5,4,2,1,3.11,391,303,694
Tree of Thoughts,creative,1744,1368,11,5,4,3,2,2.45,391,312,703
ReAct,precise,1810,2259,18,6,4,3,2,2.91,429,484,913
ReAct,default,1810,1181,9,3,4,3,2,2.52,429,246,675
ReAct,creative,1810,1962,18,6,3,3,1,3.15,429,416,845
