Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,622,1392,12,4,4,1,1,2.22,157,315,472
Zero-shot,default,622,1421,12,4,4,1,1,2.46,157,333,490
Zero-shot,creative,622,1767,13,5,5,1,2,2.56,157,403,560
Few-shot,precise,1514,3337,13,5,3,1,1,5.01,343,810,1153
Few-shot,default,1514,2547,12,5,4,1,1,3.95,343,627,970
Few-shot,creative,1514,2798,12,5,3,1,1,4.00,343,644,987
Chain-of-Thought,precise,1681,1552,15,5,4,1,1,2.36,387,338,725
Chain-of-Thought,default,1681,1789,17,6,3,1,1,2.96,387,434,821
Chain-of-Thought,creative,1681,1585,15,5,4,1,1,2.68,387,356,743
Self-Consistency,precise,1296,3898,29,8,3,1,1,5.50,282,854,1136
Self-Consistency,default,1296,2305,20,6,3,2,2,3.57,282,530,812
Self-Consistency,creative,1296,3327,32,8,3,1,1,4.80,282,753,1035
System Prompt,precise,838,2581,14,5,5,1,3,3.88,196,598,794
System Prompt,default,838,2164,12,5,5,1,3,3.18,196,451,647
System Prompt,creative,838,2790,11,4,4,1,2,4.17,196,610,806
Role Prompt,precise,1093,2897,22,9,3,1,1,4.29,236,628,864
Role Prompt,default,1093,3384,25,10,4,1,1,4.60,236,717,953
Role Prompt,creative,1093,2333,21,7,3,1,1,3.56,236,527,763
Contextual,precise,801,1804,15,8,5,2,4,2.86,186,419,605
Contextual,default,801,2364,13,7,5,1,2,3.78,186,542,728
Contextual,creative,801,1949,12,7,5,2,3,3.09,186,423,609
Tree of Thoughts,precise,1777,1570,15,5,4,1,1,2.47,398,364,762
Tree of Thoughts,default,1777,1857,17,7,3,1,1,2.91,398,419,817
Tree of Thoughts,creative,1777,1171,13,4,4,1,1,1.94,398,270,668
ReAct,precise,1843,1061,9,3,4,2,2,1.93,436,226,662
ReAct,default,1843,1280,9,3,3,1,1,2.15,436,297,733
ReAct,creative,1843,989,9,3,4,2,2,1.73,436,220,656
