Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,633,2355,15,5,5,2,2,3.84,161,488,649
Zero-shot,default,633,2593,16,5,5,1,3,3.59,161,550,711
Zero-shot,creative,633,2395,15,5,4,2,2,3.50,161,506,667
Few-shot,precise,1525,4291,20,8,3,1,1,5.62,347,867,1214
Few-shot,default,1525,5333,29,10,3,1,1,6.84,347,1203,1550
Few-shot,creative,1525,4225,22,8,3,1,1,5.52,347,928,1275
Chain-of-Thought,precise,1692,2366,17,7,3,2,2,3.27,391,514,905
Chain-of-Thought,default,1692,2539,17,7,3,2,1,3.97,391,547,938
Chain-of-Thought,creative,1692,3088,19,6,4,2,2,4.14,391,647,1038
Self-Consistency,precise,1307,2761,20,6,3,2,1,3.93,286,605,891
Self-Consistency,default,1307,3144,25,11,3,2,1,4.51,286,683,969
Self-Consistency,creative,1307,1913,18,6,3,3,1,3.05,286,439,725
System Prompt,precise,849,2868,11,5,4,2,2,4.12,200,610,810
System Prompt,default,849,3074,12,5,5,2,4,4.47,200,622,822
System Prompt,creative,849,2383,10,4,5,2,4,3.59,200,490,690
Role Prompt,precise,1104,4008,27,12,2,1,1,6.14,240,847,1087
Role Prompt,default,1104,3719,25,10,3,1,1,5.11,240,744,984
Role Prompt,creative,1104,3674,24,10,3,1,1,4.89,240,748,988
Contextual,precise,807,3058,17,7,5,2,3,4.82,188,739,927
Contextual,default,807,3266,18,10,4,2,2,4.28,188,639,827
Contextual,creative,807,2738,12,6,4,2,3,4.28,188,593,781
Tree of Thoughts,precise,1788,2122,18,7,3,1,2,3.11,402,458,860
Tree of Thoughts,default,1788,2073,16,6,3,3,2,3.04,402,435,837
Tree of Thoughts,creative,1788,4219,35,4,3,2,1,5.30,402,888,1290
ReAct,precise,1854,1379,9,3,4,1,2,2.15,440,281,721
ReAct,default,1854,1461,9,3,4,2,1,2.53,440,303,743
ReAct,creative,1854,1494,9,3,4,1,1,2.67,440,295,735
