Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,597,1407,10,5,3,1,2,2.68,159,338,497
Zero-shot,default,597,1439,10,5,3,3,3,2.52,159,301,460
Zero-shot,creative,597,1428,10,5,4,3,4,2.45,159,326,485
Few-shot,precise,1489,2429,14,7,3,2,1,3.37,345,546,891
Few-shot,default,1489,1748,12,6,3,2,2,2.86,345,412,757
Few-shot,creative,1489,1842,11,5,4,2,2,2.93,345,436,781
Chain-of-Thought,precise,1656,1313,12,5,3,3,3,2.48,389,300,689
Chain-of-Thought,default,1656,1475,13,5,3,3,2,2.66,389,324,713
Chain-of-Thought,creative,1656,1354,12,5,2,3,3,2.57,389,295,684
Self-Consistency,precise,1271,1619,15,6,2,2,2,2.68,284,376,660
Self-Consistency,default,1271,1815,15,6,4,3,3,2.92,284,420,704
Self-Consistency,creative,1271,2004,21,9,3,3,2,3.06,284,478,762
System Prompt,precise,813,2588,10,5,4,3,2,3.88,198,560,758
System Prompt,default,813,2280,14,6,4,2,3,4.13,198,551,749
System Prompt,creative,813,2166,10,5,4,2,3,3.64,198,489,687
Role Prompt,precise,1068,2473,20,10,3,2,1,3.98,238,539,777
Role Prompt,default,1068,2668,17,8,3,2,2,3.99,238,564,802
Role Prompt,creative,1068,2696,20,10,3,3,1,3.89,238,577,815
Contextual,precise,772,2185,11,6,5,3,3,3.92,186,555,741
Contextual,default,772,2064,11,6,5,3,3,3.35,186,442,628
Contextual,creative,772,1876,13,7,4,2,3,3.25,186,429,615
Tree of Thoughts,precise,1752,1069,12,5,3,2,2,1.82,400,246,646
Tree of Thoughts,default,1752,1302,13,6,3,2,1,2.07,400,290,690
Tree of Thoughts,creative,1752,1083,10,5,3,3,2,2.13,400,246,646
ReAct,precise,1818,1055,9,3,4,2,2,1.71,438,248,686
ReAct,default,1818,944,9,3,2,2,1,1.68,438,213,651
ReAct,creative,1818,997,9,3,4,3,3,1.81,438,228,666
