Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,614,1175,12,5,4,1,2,2.24,161,318,479
Zero-shot,default,614,1138,10,4,4,2,3,2.14,161,297,458
Zero-shot,creative,614,1221,11,4,5,1,2,2.16,161,312,473
Few-shot,precise,1506,2663,13,6,5,2,2,3.98,347,655,1002
Few-shot,default,1506,4358,16,6,3,1,1,5.92,347,1006,1353
Few-shot,creative,1506,2181,12,5,5,1,2,3.47,347,535,882
Chain-of-Thought,precise,1673,1372,15,5,3,1,1,2.35,391,351,742
Chain-of-Thought,default,1673,1226,14,5,4,1,1,2.25,391,320,711
Chain-of-Thought,creative,1673,1389,14,5,2,1,1,2.45,391,352,743
Self-Consistency,precise,1288,2081,18,6,3,2,2,3.59,286,531,817
Self-Consistency,default,1288,2123,18,6,3,1,2,3.66,286,561,847
Self-Consistency,creative,1288,2814,19,7,4,2,1,3.88,286,676,962
System Prompt,precise,830,1943,10,5,4,1,2,3.27,200,437,637
System Prompt,default,830,2493,10,4,4,1,2,3.89,200,608,808
System Prompt,creative,830,2176,10,5,4,1,2,3.46,200,523,723
Role Prompt,precise,1085,2272,20,10,3,1,1,3.58,240,578,818
Role Prompt,default,1085,2896,19,9,3,1,1,4.39,240,663,903
Role Prompt,creative,1085,1929,17,8,3,1,1,3.06,240,469,709
Contextual,precise,792,2094,14,7,4,1,3,3.68,191,518,709
Contextual,default,792,2667,18,9,4,1,3,4.19,191,624,815
Contextual,creative,792,2419,16,8,4,1,2,3.65,191,562,753
Tree of Thoughts,precise,1769,1138,13,6,3,1,2,2.24,402,304,706
Tree of Thoughts,default,1769,1167,12,5,5,1,2,2.11,402,294,696
Tree of Thoughts,creative,1769,1105,13,6,3,1,1,1.91,402,292,694
ReAct,precise,1835,1030,9,3,3,1,1,1.98,440,260,700
ReAct,default,1835,858,9,3,3,1,1,1.61,440,218,658
ReAct,creative,1835,1010,9,3,4,1,1,1.81,440,254,694
