Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,625,1069,10,5,4,1,2,2.17,157,243,400
Zero-shot,default,625,1293,8,4,4,2,2,2.05,157,264,421
Zero-shot,creative,625,1098,11,5,3,1,1,2.24,157,260,417
Few-shot,precise,1517,2937,16,8,3,1,1,4.19,343,603,946
Few-shot,default,1517,3727,16,8,3,2,1,4.97,343,760,1103
Few-shot,creative,1517,2667,14,7,4,1,2,3.60,343,557,900
Chain-of-Thought,precise,1684,1558,14,7,3,1,1,2.55,387,351,738
Chain-of-Thought,default,1684,1766,13,6,4,2,2,2.86,387,365,752
Chain-of-Thought,creative,1684,1607,14,7,3,1,1,2.55,387,346,733
Self-Consistency,precise,1299,2108,18,9,3,2,2,2.97,282,447,729
Self-Consistency,default,1299,1518,15,6,3,2,2,7.57,282,349,631
Self-Consistency,creative,1299,1950,18,6,3,2,1,3.37,282,438,720
System Prompt,precise,841,1663,10,5,3,1,2,2.56,196,367,563
System Prompt,default,841,2072,10,5,5,1,1,3.05,196,426,622
System Prompt,creative,841,2373,8,4,4,2,2,3.68,196,482,678
Role Prompt,precise,1096,2715,20,10,3,1,1,3.53,236,547,783
Role Prompt,default,1096,2989,20,10,4,2,1,4.26,236,600,836
Role Prompt,creative,1096,3789,20,10,4,1,1,5.19,236,748,984
Contextual,precise,824,2565,16,8,4,1,2,3.56,188,528,716
Contextual,default,824,2202,10,5,5,2,2,3.59,188,501,689
Contextual,creative,824,2571,9,5,5,1,3,3.74,188,543,731
Tree of Thoughts,precise,1780,1062,10,5,4,1,1,1.78,398,245,643
Tree of Thoughts,default,1780,1192,11,5,3,1,2,2.08,398,266,664
Tree of Thoughts,creative,1780,1540,13,6,4,1,1,2.30,398,327,725
ReAct,precise,1846,1037,9,3,3,2,1,1.72,436,213,649
ReAct,default,1846,877,9,3,4,2,1,1.60,436,195,631
ReAct,creative,1846,1294,9,3,4,2,1,1.89,436,253,689
