Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,594,1578,12,4,5,2,2,2.49,151,353,504
Zero-shot,default,594,1579,13,4,4,1,1,2.59,151,361,512
Zero-shot,creative,594,1537,10,4,4,1,3,2.78,151,349,500
Few-shot,precise,1486,3451,20,8,3,1,1,5.03,337,779,1116
Few-shot,default,1486,4648,25,10,4,1,1,6.14,337,1041,1378
Few-shot,creative,1486,4463,19,7,3,1,1,5.83,337,948,1285
Chain-of-Thought,precise,1653,2015,20,6,3,1,1,2.79,381,446,827
Chain-of-Thought,default,1653,2186,19,6,3,2,1,3.09,381,480,861
Chain-of-Thought,creative,1653,1647,15,5,4,1,1,2.93,381,357,738
Self-Consistency,precise,1268,2447,20,6,3,1,1,3.94,276,557,833
Self-Consistency,default,1268,2530,22,6,3,2,1,3.90,276,576,852
Self-Consistency,creative,1268,2219,21,6,4,2,1,3.47,276,525,801
System Prompt,precise,810,2312,13,5,4,2,1,3.47,190,532,722
System Prompt,default,810,2130,13,5,4,1,1,3.48,190,513,703
System Prompt,creative,810,2305,15,5,4,2,2,3.88,190,646,836
Role Prompt,precise,1065,3353,30,10,3,1,1,4.80,230,755,985
Role Prompt,default,1065,4080,29,10,4,1,1,5.29,230,871,1101
Role Prompt,creative,1065,3303,27,10,3,1,1,4.41,230,724,954
Contextual,precise,768,2926,24,10,4,2,2,4.74,178,655,833
Contextual,default,768,2191,15,7,5,1,2,3.74,178,539,717
Contextual,creative,768,3393,20,10,5,1,2,5.28,178,820,998
Tree of Thoughts,precise,1749,1556,16,6,4,1,2,2.49,392,352,744
Tree of Thoughts,default,1749,1721,14,6,4,1,2,2.76,392,384,776
Tree of Thoughts,creative,1749,1827,20,8,4,1,1,2.87,392,446,838
ReAct,precise,1815,1203,9,3,3,2,1,2.04,430,264,694
ReAct,default,1815,986,9,3,3,1,1,1.82,430,221,651
ReAct,creative,1815,1016,9,3,3,2,2,1.73,430,232,662
