Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,585,1104,10,4,3,3,2,1.94,152,252,404
Zero-shot,default,585,1025,11,5,3,2,2,2.04,152,249,401
Zero-shot,creative,585,1597,13,5,3,1,1,2.90,152,386,538
Few-shot,precise,1477,2737,14,7,3,1,1,3.76,338,592,930
Few-shot,default,1477,2715,16,7,3,2,1,4.17,338,621,959
Few-shot,creative,1477,2715,16,7,3,2,1,4.19,338,614,952
Chain-of-Thought,precise,1644,1560,13,5,2,1,1,2.84,382,356,738
Chain-of-Thought,default,1644,1733,15,7,3,1,1,3.09,382,398,780
Chain-of-Thought,creative,1644,2035,18,6,3,2,1,4.07,382,476,858
Self-Consistency,precise,1259,1750,17,6,2,2,1,2.71,277,410,687
Self-Consistency,default,1259,2748,19,6,2,2,1,4.75,277,653,930
Self-Consistency,creative,1259,1861,15,6,3,2,1,17.90,277,404,681
System Prompt,precise,801,1914,10,5,4,1,3,3.69,191,436,627
System Prompt,default,801,2392,11,5,5,1,4,3.92,191,515,706
System Prompt,creative,801,2715,8,4,1,1,1,4.63,191,549,740
Role Prompt,precise,1056,2594,20,10,3,1,1,3.95,231,574,805
Role Prompt,default,1056,2677,20,10,3,1,1,4.99,231,596,827
Role Prompt,creative,1056,3062,20,10,2,1,1,4.39,231,662,893
Contextual,precise,759,1940,11,6,4,2,3,3.46,179,419,598
Contextual,default,759,1783,11,6,4,2,3,3.18,179,384,563
Contextual,creative,759,2556,15,7,4,2,3,4.32,179,561,740
Tree of Thoughts,precise,1740,1086,12,5,2,2,2,2.31,393,265,658
Tree of Thoughts,default,1740,1247,15,6,2,2,1,2.35,393,306,699
Tree of Thoughts,creative,1740,1333,13,6,2,2,1,2.46,393,304,697
ReAct,precise,1806,1206,9,3,4,3,1,1.92,431,242,673
ReAct,default,1806,1145,9,3,5,3,1,1.95,431,240,671
ReAct,creative,1806,1198,9,3,4,2,1,2.21,431,253,684
