Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,618,1032,9,4,4,2,1,1.83,160,249,409
Zero-shot,default,618,1284,9,4,2,2,2,2.45,160,294,454
Zero-shot,creative,618,1592,11,5,5,2,2,2.86,160,384,544
Few-shot,precise,1510,2952,16,7,4,2,2,4.29,346,679,1025
Few-shot,default,1510,3170,18,9,4,2,2,4.29,346,752,1098
Few-shot,creative,1510,4635,12,7,4,2,2,6.64,346,1086,1432
Chain-of-Thought,precise,1677,1571,14,6,3,2,1,2.56,390,372,762
Chain-of-Thought,default,1677,1322,12,5,4,2,1,2.27,390,314,704
Chain-of-Thought,creative,1677,1846,16,7,3,1,1,3.03,390,441,831
Self-Consistency,precise,1292,2429,20,6,3,2,1,3.68,285,563,848
Self-Consistency,default,1292,2711,22,8,3,2,1,4.11,285,669,954
Self-Consistency,creative,1292,2101,24,8,2,2,1,3.33,285,538,823
System Prompt,precise,834,1754,9,4,5,2,4,2.86,199,394,593
System Prompt,default,834,2101,10,5,5,2,4,3.17,199,451,650
System Prompt,creative,834,3717,10,5,3,1,2,5.24,199,831,1030
Role Prompt,precise,1089,2809,20,10,3,1,1,4.05,239,614,853
Role Prompt,default,1089,3124,20,10,4,2,1,4.39,239,706,945
Role Prompt,creative,1089,3208,19,9,3,1,1,5.01,239,724,963
Contextual,precise,869,2912,18,10,4,1,2,4.25,198,684,882
Contextual,default,869,3109,16,7,5,1,3,5.04,198,718,916
Contextual,creative,869,3048,15,8,5,2,3,4.60,198,682,880
Tree of Thoughts,precise,1773,3210,32,6,2,2,1,4.53,401,777,1178
Tree of Thoughts,default,1773,1601,14,7,4,1,2,2.65,401,382,783
Tree of Thoughts,creative,1773,1500,15,3,3,2,1,2.45,401,351,752
ReAct,precise,1839,1054,9,3,3,2,1,1.79,439,237,676
ReAct,default,1839,1042,9,3,5,3,1,1.84,439,234,673
ReAct,creative,1839,946,9,3,5,2,1,1.63,439,217,656
