Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,594,979,9,4,4,2,2,1.93,157,232,389
Zero-shot,default,594,1276,11,5,4,2,3,2.34,157,291,448
Zero-shot,creative,594,970,9,4,3,2,3,1.87,157,229,386
Few-shot,precise,1486,3130,14,6,4,2,1,4.57,343,703,1046
Few-shot,default,1486,2372,17,6,4,3,2,3.46,343,577,920
Few-shot,creative,1486,3019,14,6,3,2,1,4.29,343,692,1035
Chain-of-Thought,precise,1653,1298,12,5,3,2,2,2.39,387,305,692
Chain-of-Thought,default,1653,1259,11,4,3,2,2,2.50,387,293,680
Chain-of-Thought,creative,1653,1459,12,5,4,1,2,2.45,387,334,721
Self-Consistency,precise,1268,2045,17,6,4,2,3,3.27,282,470,752
Self-Consistency,default,1268,2174,15,6,2,1,1,3.78,282,504,786
Self-Consistency,creative,1268,2345,18,6,3,3,2,3.32,282,547,829
System Prompt,precise,810,3343,9,4,3,1,1,4.65,196,690,886
System Prompt,default,810,3029,11,4,5,2,2,4.69,196,646,842
System Prompt,creative,810,1770,9,4,4,1,3,8.08,196,400,596
Role Prompt,precise,1065,2460,18,8,3,1,2,3.88,236,553,789
Role Prompt,default,1065,2178,20,10,3,2,2,3.48,236,499,735
Role Prompt,creative,1065,2911,20,10,3,1,1,4.17,236,653,889
Contextual,precise,775,2044,14,8,4,2,2,3.18,185,468,653
Contextual,default,775,1863,12,6,4,2,1,2.78,185,418,603
Contextual,creative,775,2093,13,7,4,2,3,3.35,185,493,678
Tree of Thoughts,precise,1749,1457,14,6,3,2,2,2.45,398,350,748
Tree of Thoughts,default,1749,1270,12,6,3,2,2,2.25,398,299,697
Tree of Thoughts,creative,1749,1490,13,6,4,2,2,2.66,398,337,735
ReAct,precise,1815,905,9,3,3,2,2,1.83,436,219,655
ReAct,default,1815,1051,9,3,4,2,1,1.86,436,244,680
ReAct,creative,1815,916,9,3,3,2,1,1.71,436,207,643
