Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,613,1579,12,5,5,1,3,3.12,155,427,582
Zero-shot,default,613,1353,10,4,5,1,3,2.45,155,323,478
Zero-shot,creative,613,1425,12,4,5,1,1,2.85,155,370,525
Few-shot,precise,1505,3187,15,6,4,1,2,5.19,341,767,1108
Few-shot,default,1505,2665,18,7,4,1,2,4.83,341,679,1020
Few-shot,creative,1505,3354,15,6,3,1,3,5.43,341,816,1157
Chain-of-Thought,precise,1672,1797,15,5,4,1,1,3.14,385,443,828
Chain-of-Thought,default,1672,1586,12,5,5,1,2,3.16,385,423,808
Chain-of-Thought,creative,1672,1488,14,6,5,1,3,3.06,385,399,784
Self-Consistency,precise,1287,2128,19,9,4,1,1,3.38,280,503,783
Self-Consistency,default,1287,2038,15,6,4,1,2,3.88,280,503,783
Self-Consistency,creative,1287,2213,20,6,5,1,1,3.47,280,539,819
System Prompt,precise,829,2257,10,5,5,1,4,3.98,194,484,678
System Prompt,default,829,2107,8,4,5,1,3,3.51,194,520,714
System Prompt,creative,829,2383,9,4,5,1,3,4.26,194,555,749
Role Prompt,precise,1084,2324,17,7,4,1,1,3.88,234,578,812
Role Prompt,default,1084,2158,15,5,4,1,2,3.47,234,527,761
Role Prompt,creative,1084,2733,15,7,4,1,2,4.29,234,647,881
Contextual,precise,788,2194,12,6,4,1,3,3.77,182,498,680
Contextual,default,788,2132,11,6,5,1,3,3.58,182,495,677
Contextual,creative,788,1831,11,6,3,1,2,3.27,182,407,589
Tree of Thoughts,precise,1768,1624,16,5,3,1,2,3.16,396,402,798
Tree of Thoughts,default,1768,1705,15,6,3,1,2,3.06,396,402,798
Tree of Thoughts,creative,1768,1139,13,5,4,1,1,2.55,396,285,681
ReAct,precise,1834,1152,9,3,4,1,2,2.13,434,279,713
ReAct,default,1834,1179,9,3,4,1,1,2.08,434,289,723
ReAct,creative,1834,1122,9,3,4,1,1,2.10,434,272,706
