Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,592,1361,13,5,4,3,2,2.25,153,300,453
Zero-shot,default,592,1649,12,6,4,2,1,2.77,153,354,507
Zero-shot,creative,592,1113,10,5,3,2,2,2.04,153,253,406
Few-shot,precise,1484,4559,16,8,3,1,1,6.23,339,1002,1341
Few-shot,default,1484,2918,16,7,3,3,1,3.98,339,652,991
Few-shot,creative,1484,4099,17,8,3,2,1,5.73,339,892,1231
Chain-of-Thought,precise,1651,2090,15,7,3,2,1,3.36,383,458,841
Chain-of-Thought,default,1651,1952,12,6,4,3,2,2.96,383,413,796
Chain-of-Thought,creative,1651,2191,19,7,3,2,1,3.37,383,483,866
Self-Consistency,precise,1266,2602,18,6,4,3,1,3.88,278,581,859
Self-Consistency,default,1266,2298,18,6,4,3,2,3.58,278,528,806
Self-Consistency,creative,1266,2785,27,12,3,3,1,3.88,278,627,905
System Prompt,precise,808,2036,10,5,4,2,3,3.37,192,450,642
System Prompt,default,808,2701,10,5,3,1,2,3.79,192,562,754
System Prompt,creative,808,2560,9,4,5,3,3,3.40,192,526,718
Role Prompt,precise,1063,3089,20,10,3,2,2,4.25,232,667,899
Role Prompt,default,1063,3080,21,10,3,2,2,4.54,232,688,920
Role Prompt,creative,1063,3208,22,10,3,2,2,4.58,232,693,925
Contextual,precise,763,1780,11,6,5,2,4,2.93,181,382,563
Contextual,default,763,1706,11,6,5,3,4,2.79,181,389,570
Contextual,creative,763,1927,14,7,5,2,3,3.26,181,436,617
Tree of Thoughts,precise,1747,1355,15,7,3,2,1,2.33,394,328,722
Tree of Thoughts,default,1747,1455,15,7,4,2,2,2.46,394,341,735
Tree of Thoughts,creative,1747,1996,14,6,4,2,2,2.96,394,443,837
ReAct,precise,1813,1167,9,3,5,4,1,1.94,432,248,680
ReAct,default,1813,1180,9,3,3,2,1,2.04,432,261,693
ReAct,creative,1813,840,9,3,2,3,1,1.63,432,188,620
