Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,585,2125,18,6,3,2,2,3.06,151,484,635
Zero-shot,default,585,1625,15,5,3,2,1,2.66,151,381,532
Zero-shot,creative,585,2000,16,4,4,3,2,3.16,151,452,603
Few-shot,precise,1477,4657,20,10,3,2,1,6.14,337,1004,1341
Few-shot,default,1477,3940,17,8,2,2,1,5.02,337,888,1225
Few-shot,creative,1477,3742,14,6,4,1,2,4.98,337,838,1175
Chain-of-Thought,precise,1644,2098,20,6,3,2,1,3.37,381,480,861
Chain-of-Thought,default,1644,2952,25,8,3,2,1,4.20,381,674,1055
Chain-of-Thought,creative,1644,3083,26,9,3,2,1,4.18,381,731,1112
Self-Consistency,precise,1259,2831,24,8,3,3,2,3.89,276,658,934
Self-Consistency,default,1259,2581,21,6,2,2,1,3.87,276,586,862
Self-Consistency,creative,1259,3013,22,6,3,2,2,4.59,276,690,966
System Prompt,precise,801,2742,14,6,5,2,5,3.90,190,589,779
System Prompt,default,801,3138,18,8,5,2,3,4.96,190,670,860
System Prompt,creative,801,2989,13,6,5,1,3,5.04,190,638,828
Role Prompt,precise,1056,4082,35,15,3,2,1,5.41,230,926,1156
Role Prompt,default,1056,4877,39,15,3,2,1,6.54,230,1077,1307
Role Prompt,creative,1056,3991,28,13,3,2,1,5.20,230,866,1096
Contextual,precise,778,2516,16,8,4,2,1,4.22,180,674,854
Contextual,default,778,1837,11,5,5,3,5,3.24,180,419,599
Contextual,creative,778,2577,15,7,5,3,3,4.51,180,598,778
Tree of Thoughts,precise,1740,2181,21,10,3,2,2,3.42,392,514,906
Tree of Thoughts,default,1740,1833,17,7,3,3,1,3.50,392,398,790
Tree of Thoughts,creative,1740,1478,14,6,3,2,2,2.86,392,355,747
ReAct,precise,1806,1101,9,3,3,2,1,1.93,430,231,661
ReAct,default,1806,1130,9,3,4,3,1,2.05,430,239,669
ReAct,creative,1806,1162,9,3,4,3,1,2.04,430,247,677
