Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,629,1751,10,4,3,1,2,3.06,160,435,595
Zero-shot,default,629,2010,15,5,4,2,2,3.39,160,467,627
Zero-shot,creative,629,2210,17,5,4,2,1,3.54,160,515,675
Few-shot,precise,1521,3088,19,7,3,1,1,4.52,346,723,1069
Few-shot,default,1521,2767,20,8,3,1,1,4.22,346,662,1008
Few-shot,creative,1521,3433,12,6,5,1,3,4.70,346,788,1134
Chain-of-Thought,precise,1688,1961,19,7,3,1,1,3.64,390,467,857
Chain-of-Thought,default,1688,2060,17,7,3,1,1,3.27,390,473,863
Chain-of-Thought,creative,1688,1594,17,5,3,1,1,2.96,390,371,761
Self-Consistency,precise,1303,2149,18,6,2,1,2,3.40,285,502,787
Self-Consistency,default,1303,2721,23,8,3,1,1,4.33,285,648,933
Self-Consistency,creative,1303,2104,18,6,2,1,2,3.55,285,497,782
System Prompt,precise,845,3098,13,6,5,2,4,4.68,199,728,927
System Prompt,default,845,3343,10,4,2,1,1,4.57,199,716,915
System Prompt,creative,845,2170,10,5,4,1,3,3.38,199,486,685
Role Prompt,precise,1100,2967,20,10,2,1,1,4.69,239,667,906
Role Prompt,default,1100,3272,20,10,3,1,1,5.02,239,725,964
Role Prompt,creative,1100,2871,20,10,3,1,1,4.09,239,615,854
Contextual,precise,814,2209,20,10,3,1,1,3.57,190,523,713
Contextual,default,814,1963,15,8,4,1,1,3.17,190,448,638
Contextual,creative,814,2162,14,7,4,2,2,3.68,190,501,691
Tree of Thoughts,precise,1784,1460,13,6,3,1,2,2.45,401,354,755
Tree of Thoughts,default,1784,1718,16,8,3,1,1,2.96,401,417,818
Tree of Thoughts,creative,1784,1652,13,5,2,1,1,3.06,401,392,793
ReAct,precise,1850,1135,9,3,4,2,1,2.04,439,261,700
ReAct,default,1850,1100,9,3,3,2,2,2.04,439,256,695
ReAct,creative,1850,1046,9,3,3,2,1,1.74,439,229,668
