Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,591,2550,15,7,3,2,2,3.62,157,545,702
Zero-shot,default,591,2373,12,5,2,1,1,3.34,157,512,669
Zero-shot,creative,591,2144,11,5,3,1,3,3.09,157,452,609
Few-shot,precise,1483,4184,22,10,3,1,1,5.59,343,937,1280
Few-shot,default,1483,3509,22,10,2,2,1,4.99,343,804,1147
Few-shot,creative,1483,3569,16,7,3,1,1,4.71,343,790,1133
Chain-of-Thought,precise,1650,2791,22,10,3,2,2,3.91,387,609,996
Chain-of-Thought,default,1650,2486,22,10,3,1,1,3.78,387,549,936
Chain-of-Thought,creative,1650,2442,22,10,3,1,2,3.49,387,553,940
Self-Consistency,precise,1265,2517,21,9,2,2,1,3.87,282,565,847
Self-Consistency,default,1265,1877,20,6,1,2,1,3.10,282,442,724
Self-Consistency,creative,1265,1977,18,6,2,2,1,3.19,282,454,736
System Prompt,precise,807,3148,20,10,3,1,2,4.61,196,691,887
System Prompt,default,807,2599,10,5,4,1,2,3.63,196,548,744
System Prompt,creative,807,2996,11,5,3,1,2,4.56,196,687,883
Role Prompt,precise,1062,4015,25,10,3,1,1,5.42,236,845,1081
Role Prompt,default,1062,4303,32,12,2,2,1,5.96,236,958,1194
Role Prompt,creative,1062,3348,26,11,2,1,1,4.69,236,754,990
Contextual,precise,765,3571,20,10,4,2,3,9.86,184,769,953
Contextual,default,765,3044,18,8,4,2,2,4.71,184,736,920
Contextual,creative,765,2983,20,10,3,2,2,4.47,184,666,850
Tree of Thoughts,precise,1746,3346,30,10,2,2,1,4.66,398,737,1135
Tree of Thoughts,default,1746,2192,20,10,2,2,1,3.44,398,502,900
Tree of Thoughts,creative,1746,3435,35,6,2,2,1,4.64,398,812,1210
ReAct,precise,1812,1012,9,3,4,3,1,1.87,436,212,648
ReAct,default,1812,1969,18,6,4,3,1,2.82,436,416,852
ReAct,creative,1812,1141,9,3,4,3,1,7.02,436,236,672
