Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,558,1083,8,4,4,1,2,2.14,146,282,428
Zero-shot,default,558,638,5,2,4,3,3,1.39,146,164,310
Zero-shot,creative,558,1022,8,4,3,1,1,1.78,146,224,370
Few-shot,precise,1450,2818,14,7,3,1,1,3.78,332,637,969
Few-shot,default,1450,4007,14,7,3,1,1,5.73,332,930,1262
Few-shot,creative,1450,3299,12,6,4,1,1,4.80,332,706,1038
Chain-of-Thought,precise,1617,1396,12,6,4,1,2,2.54,376,341,717
Chain-of-Thought,default,1617,1250,12,6,3,1,2,3.27,376,295,671
Chain-of-Thought,creative,1617,1110,10,4,3,1,2,2.05,376,271,647
Self-Consistency,precise,1232,3434,16,8,3,1,1,5.31,271,818,1089
Self-Consistency,default,1232,1739,15,6,2,1,1,3.06,271,405,676
Self-Consistency,creative,1232,2223,18,9,4,1,1,8.91,271,527,798
System Prompt,precise,774,1889,8,4,5,1,3,3.16,185,462,647
System Prompt,default,774,2231,10,5,4,1,2,3.80,185,541,726
System Prompt,creative,774,2345,10,5,5,1,3,3.41,185,491,676
Role Prompt,precise,1029,2521,20,10,3,1,2,4.36,225,587,812
Role Prompt,default,1029,2516,20,10,3,1,1,4.71,225,547,772
Role Prompt,creative,1029,2588,20,10,3,1,1,4.08,225,591,816
Contextual,precise,734,2137,12,7,4,2,3,3.46,173,509,682
Contextual,default,734,1858,11,6,5,2,4,3.17,173,422,595
Contextual,creative,734,1864,14,9,4,1,3,3.35,173,450,623
Tree of Thoughts,precise,1713,1117,13,6,3,1,1,2.04,387,283,670
Tree of Thoughts,default,1713,1111,10,5,4,2,2,2.47,387,267,654
Tree of Thoughts,creative,1713,995,10,5,3,2,2,2.06,387,255,642
ReAct,precise,1779,854,9,3,4,2,1,2.00,425,204,629
ReAct,default,1779,809,9,3,3,2,1,1.89,425,191,616
ReAct,creative,1779,915,9,3,4,2,2,2.32,425,219,644
