Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,611,1151,10,5,3,2,2,2.33,158,247,405
Zero-shot,default,611,1451,12,6,3,2,1,2.45,158,323,481
Zero-shot,creative,611,1150,9,4,4,2,4,2.07,158,267,425
Few-shot,precise,1503,3280,17,8,3,1,1,4.90,344,760,1104
Few-shot,default,1503,2698,15,7,4,2,1,4.24,344,652,996
Few-shot,creative,1503,2989,14,6,2,1,1,4.43,344,696,1040
Chain-of-Thought,precise,1670,1593,15,7,3,2,1,2.64,388,378,766
Chain-of-Thought,default,1670,1563,14,7,3,2,1,2.56,388,364,752
Chain-of-Thought,creative,1670,1334,14,7,3,2,1,2.04,388,292,680
Self-Consistency,precise,1285,1718,15,6,3,2,1,2.88,283,410,693
Self-Consistency,default,1285,2460,20,8,4,2,1,3.66,283,581,864
Self-Consistency,creative,1285,2154,18,6,3,2,2,3.68,283,514,797
System Prompt,precise,827,2260,10,5,4,1,3,3.49,197,478,675
System Prompt,default,827,3892,10,5,3,1,2,5.29,197,801,998
System Prompt,creative,827,1718,10,5,5,2,3,2.87,197,391,588
Role Prompt,precise,1082,2431,20,10,3,1,1,3.60,237,529,766
Role Prompt,default,1082,2467,20,10,3,1,1,3.74,237,556,793
Role Prompt,creative,1082,3294,20,10,3,1,1,4.51,237,697,934
Contextual,precise,810,2192,11,6,3,2,2,3.37,189,527,716
Contextual,default,810,1873,10,5,3,1,2,3.09,189,447,636
Contextual,creative,810,1793,10,5,4,2,3,3.33,189,460,649
Tree of Thoughts,precise,1766,1443,14,8,3,1,2,2.71,399,356,755
Tree of Thoughts,default,1766,1522,13,7,3,1,2,2.49,399,364,763
Tree of Thoughts,creative,1766,1383,12,6,3,1,2,2.36,399,334,733
ReAct,precise,1832,1300,9,3,4,2,1,2.04,437,268,705
ReAct,default,1832,1201,9,3,4,2,1,2.02,437,277,714
ReAct,creative,1832,1387,9,3,4,2,1,2.16,437,282,719
