Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,653,1363,13,5,3,2,1,2.48,160,332,492
Zero-shot,default,653,1122,11,4,2,2,1,2.03,160,286,446
Zero-shot,creative,653,1549,11,5,3,1,2,2.51,160,350,510
Few-shot,precise,1545,3191,17,8,4,1,2,4.73,346,750,1096
Few-shot,default,1545,4089,16,7,2,1,2,6.00,346,928,1274
Few-shot,creative,1545,4607,17,9,3,1,2,6.71,346,1033,1379
Chain-of-Thought,precise,1712,1918,16,7,3,2,2,2.79,390,437,827
Chain-of-Thought,default,1712,1871,17,8,3,2,1,3.17,390,441,831
Chain-of-Thought,creative,1712,1759,16,7,3,1,1,2.65,390,413,803
Self-Consistency,precise,1327,1963,18,6,2,2,1,3.16,285,473,758
Self-Consistency,default,1327,1757,18,6,3,2,1,2.86,285,423,708
Self-Consistency,creative,1327,2788,24,8,2,1,1,4.09,285,674,959
System Prompt,precise,869,2232,14,7,4,1,2,3.37,199,501,700
System Prompt,default,869,2466,15,7,4,1,3,4.10,199,595,794
System Prompt,creative,869,2549,14,6,5,1,3,4.18,199,560,759
Role Prompt,precise,1124,2707,23,10,3,1,1,9.40,239,615,854
Role Prompt,default,1124,2500,20,10,3,1,1,4.25,239,568,807
Role Prompt,creative,1124,2395,20,8,3,2,1,4.20,239,571,810
Contextual,precise,827,2568,16,8,5,1,2,3.83,187,570,757
Contextual,default,827,2297,18,8,3,2,2,3.67,187,526,713
Contextual,creative,827,2287,17,9,3,2,2,3.55,187,498,685
Tree of Thoughts,precise,1808,1312,15,7,2,1,1,2.26,401,324,725
Tree of Thoughts,default,1808,1807,18,9,3,1,1,2.96,401,441,842
Tree of Thoughts,creative,1808,1403,12,6,3,1,1,2.56,401,329,730
ReAct,precise,1874,885,9,3,3,3,1,2.06,439,193,632
ReAct,default,1874,1174,9,3,3,1,1,2.43,439,235,674
ReAct,creative,1874,1179,9,3,3,2,1,2.04,439,250,689
