Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,559,1366,10,5,5,2,3,2.44,146,305,451
Zero-shot,default,559,1226,9,4,4,1,4,2.36,146,269,415
Zero-shot,creative,559,1225,9,4,4,1,2,2.04,146,257,403
Few-shot,precise,1451,2514,13,6,3,1,1,3.68,332,554,886
Few-shot,default,1451,2488,11,5,2,1,1,3.58,332,548,880
Few-shot,creative,1451,2698,14,6,4,2,2,4.18,332,593,925
Chain-of-Thought,precise,1618,1432,12,5,3,2,1,2.32,376,313,689
Chain-of-Thought,default,1618,1708,15,7,3,1,2,2.78,376,367,743
Chain-of-Thought,creative,1618,1643,13,6,3,2,2,2.65,376,350,726
Self-Consistency,precise,1233,2174,15,6,4,2,2,3.58,271,483,754
Self-Consistency,default,1233,1981,18,6,4,2,2,3.27,271,453,724
Self-Consistency,creative,1233,1678,15,6,3,1,2,2.99,271,384,655
System Prompt,precise,775,2204,9,4,3,1,2,3.21,185,469,654
System Prompt,default,775,1892,10,5,4,2,4,2.89,185,390,575
System Prompt,creative,775,2893,10,5,5,2,2,3.99,185,592,777
Role Prompt,precise,1030,2660,20,10,3,2,1,3.77,225,548,773
Role Prompt,default,1030,3033,20,10,3,1,1,4.39,225,616,841
Role Prompt,creative,1030,2383,20,10,3,1,2,3.37,225,511,736
Contextual,precise,735,2347,12,7,4,2,2,3.80,173,593,766
Contextual,default,735,1836,10,5,3,1,2,3.15,173,455,628
Contextual,creative,735,2273,12,7,3,2,2,3.58,173,555,728
Tree of Thoughts,precise,1714,1496,14,7,4,1,1,2.45,387,332,719
Tree of Thoughts,default,1714,1239,11,5,3,1,1,2.15,387,276,663
Tree of Thoughts,creative,1714,1290,12,5,3,1,2,2.14,387,290,677
ReAct,precise,1780,1183,9,3,3,2,1,1.94,425,254,679
ReAct,default,1780,973,9,3,3,2,1,1.73,425,211,636
ReAct,creative,1780,1068,9,3,3,2,1,1.94,425,232,657
