Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,597,1472,10,4,4,1,1,2.71,152,333,485
Zero-shot,default,597,2475,15,6,4,1,2,4.01,152,592,744
Zero-shot,creative,597,1520,10,4,4,1,2,2.65,152,358,510
Few-shot,precise,1489,2952,16,8,3,1,1,4.79,338,787,1125
Few-shot,default,1489,2803,12,6,3,1,1,4.40,338,754,1092
Few-shot,creative,1489,3299,10,5,3,1,1,4.59,338,758,1096
Chain-of-Thought,precise,1656,1551,13,6,4,1,2,2.72,382,363,745
Chain-of-Thought,default,1656,1695,15,7,4,1,2,2.94,382,402,784
Chain-of-Thought,creative,1656,1828,19,7,3,1,1,2.94,382,443,825
Self-Consistency,precise,1271,2380,18,6,3,1,1,3.67,277,566,843
Self-Consistency,default,1271,1864,18,6,2,2,1,2.95,277,466,743
Self-Consistency,creative,1271,2582,20,9,3,1,1,4.18,277,633,910
System Prompt,precise,813,2304,11,5,4,2,2,3.89,191,553,744
System Prompt,default,813,3961,10,5,2,1,1,5.77,191,816,1007
System Prompt,creative,813,2404,10,4,3,1,1,10.60,191,563,754
Role Prompt,precise,1068,2623,20,10,3,1,1,3.93,231,587,818
Role Prompt,default,1068,2865,20,10,3,1,1,4.32,231,649,880
Role Prompt,creative,1068,3442,20,10,3,1,1,4.70,231,747,978
Contextual,precise,780,2361,18,10,3,1,1,3.57,183,563,746
Contextual,default,780,2056,15,8,4,2,2,3.11,183,478,661
Contextual,creative,780,2417,20,10,4,1,2,3.84,183,594,777
Tree of Thoughts,precise,1752,1575,16,8,3,2,1,2.65,393,384,777
Tree of Thoughts,default,1752,1451,12,5,4,1,1,2.41,393,343,736
Tree of Thoughts,creative,1752,1144,11,5,4,1,2,2.08,393,276,669
ReAct,precise,1818,1985,18,6,3,2,1,2.65,431,448,879
ReAct,default,1818,949,9,3,4,2,1,1.69,431,220,651
ReAct,creative,1818,1215,9,3,4,2,1,2.08,431,276,707
