Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,640,1486,14,6,3,2,1,2.68,162,343,505
Zero-shot,default,640,1441,15,5,3,2,1,2.45,162,345,507
Zero-shot,creative,640,1461,12,5,4,1,2,2.96,162,331,493
Few-shot,precise,1532,3039,14,6,3,2,1,4.53,348,697,1045
Few-shot,default,1532,3140,16,7,3,2,1,4.46,348,714,1062
Few-shot,creative,1532,4171,15,7,3,3,1,5.83,348,923,1271
Chain-of-Thought,precise,1699,1750,16,6,2,3,1,2.83,392,380,772
Chain-of-Thought,default,1699,1951,20,7,2,2,1,3.19,392,446,838
Chain-of-Thought,creative,1699,2056,19,7,3,2,1,3.27,392,443,835
Self-Consistency,precise,1314,2109,22,6,1,2,1,3.68,287,491,778
Self-Consistency,default,1314,2179,20,6,3,2,1,3.68,287,515,802
Self-Consistency,creative,1314,2574,25,8,3,2,1,3.98,287,592,879
System Prompt,precise,856,2153,10,5,4,2,3,3.47,201,439,640
System Prompt,default,856,2051,10,5,5,2,4,3.33,201,430,631
System Prompt,creative,856,1950,10,4,5,2,3,2.92,201,415,616
Role Prompt,precise,1111,2614,24,10,3,2,1,3.93,241,569,810
Role Prompt,default,1111,2849,25,10,2,2,1,3.94,241,614,855
Role Prompt,creative,1111,2769,20,10,2,2,1,4.37,241,595,836
Contextual,precise,822,2422,14,7,4,3,2,3.67,190,529,719
Contextual,default,822,2187,15,7,3,2,2,3.24,190,477,667
Contextual,creative,822,2402,16,8,4,2,2,4.11,190,531,721
Tree of Thoughts,precise,1795,1292,15,5,2,1,1,2.39,403,319,722
Tree of Thoughts,default,1795,1207,13,5,2,2,1,2.22,403,283,686
Tree of Thoughts,creative,1795,2730,26,2,2,3,1,3.66,403,603,1006
ReAct,precise,1861,962,9,3,3,3,1,2.16,441,211,652
ReAct,default,1861,1057,9,3,3,4,1,1.86,441,227,668
ReAct,creative,1861,1111,9,3,3,3,1,2.00,441,235,676
