Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,589,1708,15,6,4,1,1,3.03,152,394,546
Zero-shot,default,589,1649,12,4,3,1,1,7.72,152,373,525
Zero-shot,creative,589,1512,11,4,5,1,2,2.64,152,345,497
Few-shot,precise,1481,4111,21,9,4,2,2,5.41,338,895,1233
Few-shot,default,1481,4670,19,9,3,1,1,6.24,338,1022,1360
Few-shot,creative,1481,5163,19,8,3,2,1,12.07,338,1131,1469
Chain-of-Thought,precise,1648,2282,21,6,4,2,1,3.33,382,514,896
Chain-of-Thought,default,1648,2549,20,7,4,3,2,4.08,382,559,941
Chain-of-Thought,creative,1648,2535,23,9,3,2,2,3.78,382,568,950
Self-Consistency,precise,1263,2791,21,6,3,2,1,4.63,277,669,946
Self-Consistency,default,1263,2433,18,6,4,2,1,3.58,277,541,818
Self-Consistency,creative,1263,2658,20,6,4,3,1,3.87,277,602,879
System Prompt,precise,805,2685,13,5,5,2,2,4.06,191,598,789
System Prompt,default,805,2766,13,5,5,2,4,4.24,191,655,846
System Prompt,creative,805,2653,13,5,5,1,5,3.92,191,556,747
Role Prompt,precise,1060,3304,25,10,3,1,1,4.49,231,712,943
Role Prompt,default,1060,3521,22,8,3,1,1,4.81,231,724,955
Role Prompt,creative,1060,3832,30,10,3,2,1,5.25,231,814,1045
Contextual,precise,765,2868,20,10,3,2,1,4.25,180,605,785
Contextual,default,765,2066,14,6,5,3,3,3.28,180,451,631
Contextual,creative,765,3081,18,10,5,2,3,4.46,180,649,829
Tree of Thoughts,precise,1744,1728,16,6,3,2,1,2.52,393,380,773
Tree of Thoughts,default,1744,1552,15,5,4,2,1,2.64,393,352,745
Tree of Thoughts,creative,1744,2122,16,6,3,2,1,3.13,393,450,843
ReAct,precise,1810,958,9,3,3,2,1,1.73,431,212,643
ReAct,default,1810,1115,9,3,5,3,1,1.74,431,233,664
ReAct,creative,1810,1228,9,3,4,3,1,2.06,431,263,694
