Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,624,1555,13,6,3,1,1,3.57,159,362,521
Zero-shot,default,624,1696,14,6,4,1,2,2.76,159,384,543
Zero-shot,creative,624,1556,12,5,4,1,2,2.55,159,334,493
Few-shot,precise,1516,2353,12,6,3,1,1,3.50,345,518,863
Few-shot,default,1516,2462,11,5,3,1,1,3.25,345,478,823
Few-shot,creative,1516,2932,14,7,3,1,2,4.09,345,642,987
Chain-of-Thought,precise,1683,2211,18,8,5,1,2,3.55,389,502,891
Chain-of-Thought,default,1683,1799,15,7,3,1,2,2.88,389,396,785
Chain-of-Thought,creative,1683,1818,16,6,3,2,2,2.96,389,408,797
Self-Consistency,precise,1298,2226,18,6,3,2,2,3.06,284,482,766
Self-Consistency,default,1298,2510,20,8,4,1,2,3.63,284,550,834
Self-Consistency,creative,1298,2855,25,11,3,1,1,4.16,284,617,901
System Prompt,precise,840,3890,11,5,2,1,2,5.49,198,797,995
System Prompt,default,840,3291,12,6,3,3,2,4.79,198,668,866
System Prompt,creative,840,2175,11,5,5,1,1,3.68,198,496,694
Role Prompt,precise,1095,2681,22,10,3,1,1,3.90,238,564,802
Role Prompt,default,1095,2803,20,10,3,1,1,3.93,238,573,811
Role Prompt,creative,1095,3093,24,10,3,1,1,4.87,238,667,905
Contextual,precise,799,2965,24,12,3,2,2,4.47,186,639,825
Contextual,default,799,2512,17,9,4,2,2,3.78,186,527,713
Contextual,creative,799,2580,19,9,3,1,1,3.85,186,547,733
Tree of Thoughts,precise,1779,2239,20,10,4,1,1,3.04,400,472,872
Tree of Thoughts,default,1779,1714,16,6,4,1,1,2.51,400,363,763
Tree of Thoughts,creative,1779,1399,12,6,3,1,1,2.12,400,286,686
ReAct,precise,1845,821,9,3,4,2,1,1.41,438,174,612
ReAct,default,1845,2011,18,6,4,1,1,2.58,438,428,866
ReAct,creative,1845,930,9,3,3,1,1,1.84,438,204,642
