Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,584,1325,11,5,2,1,1,2.24,150,293,443
Zero-shot,default,584,1784,12,4,3,1,2,2.76,150,373,523
Zero-shot,creative,584,1384,10,5,4,2,2,2.35,150,305,455
Few-shot,precise,1476,2897,16,6,3,2,2,3.91,336,660,996
Few-shot,default,1476,4172,14,6,2,1,1,5.60,336,1003,1339
Few-shot,creative,1476,3704,15,7,3,1,1,5.00,336,850,1186
Chain-of-Thought,precise,1643,2093,17,6,3,2,1,3.06,380,455,835
Chain-of-Thought,default,1643,2165,16,6,2,2,2,3.06,380,478,858
Chain-of-Thought,creative,1643,1576,14,5,2,1,1,2.16,380,353,733
Self-Consistency,precise,1258,2328,19,6,2,2,1,3.55,275,526,801
Self-Consistency,default,1258,2026,18,6,3,2,2,2.95,275,463,738
Self-Consistency,creative,1258,2973,27,10,4,2,2,4.20,275,695,970
System Prompt,precise,800,3078,19,6,3,2,3,4.26,189,691,880
System Prompt,default,800,2861,11,5,5,3,4,4.12,189,585,774
System Prompt,creative,800,2255,9,4,4,1,3,3.38,189,542,731
Role Prompt,precise,1055,2674,19,9,2,2,1,3.87,229,563,792
Role Prompt,default,1055,2469,18,8,2,2,1,3.91,229,521,750
Role Prompt,creative,1055,2114,15,6,2,2,1,3.24,229,452,681
Contextual,precise,767,2020,11,6,4,3,2,3.07,179,404,583
Contextual,default,767,2474,17,7,3,2,2,3.78,179,539,718
Contextual,creative,767,2027,11,6,4,2,2,3.04,179,437,616
Tree of Thoughts,precise,1739,1721,14,6,1,2,1,2.57,391,366,757
Tree of Thoughts,default,1739,1513,13,6,3,2,1,2.35,391,325,716
Tree of Thoughts,creative,1739,1387,11,4,2,2,1,2.14,391,310,701
ReAct,precise,1805,1287,9,3,4,1,1,1.85,429,260,689
ReAct,default,1805,1017,9,3,3,1,1,1.92,429,215,644
ReAct,creative,1805,1218,9,3,4,3,1,1.84,429,253,682
