Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,605,1199,9,4,5,1,2,2.34,156,286,442
Zero-shot,default,605,1108,9,4,3,1,2,2.04,156,257,413
Zero-shot,creative,605,1092,9,4,3,2,2,2.05,156,265,421
Few-shot,precise,1497,2475,12,5,5,1,2,3.64,342,581,923
Few-shot,default,1497,4631,11,4,3,1,1,6.80,342,1014,1356
Few-shot,creative,1497,2670,13,6,3,2,1,4.38,342,609,951
Chain-of-Thought,precise,1664,1406,13,5,2,1,1,2.45,386,308,694
Chain-of-Thought,default,1664,1455,14,6,4,2,2,2.45,386,338,724
Chain-of-Thought,creative,1664,1286,11,4,4,2,1,2.25,386,281,667
Self-Consistency,precise,1279,3348,31,9,4,2,1,4.59,281,779,1060
Self-Consistency,default,1279,2380,20,6,3,1,1,3.78,281,534,815
Self-Consistency,creative,1279,2724,25,7,4,2,1,4.15,281,640,921
System Prompt,precise,821,1839,9,4,4,2,1,3.10,195,426,621
System Prompt,default,821,2643,10,5,5,1,2,3.87,195,553,748
System Prompt,creative,821,3406,10,5,4,2,2,4.70,195,703,898
Role Prompt,precise,1076,2315,20,10,3,1,1,3.88,235,487,722
Role Prompt,default,1076,2598,20,10,3,1,1,4.19,235,560,795
Role Prompt,creative,1076,2737,18,8,5,1,1,3.98,235,557,792
Contextual,precise,786,1722,13,7,4,1,1,3.06,184,383,567
Contextual,default,786,2352,11,6,5,2,3,3.59,184,494,678
Contextual,creative,786,1607,10,5,2,2,1,3.06,184,432,616
Tree of Thoughts,precise,1760,1449,14,6,3,2,1,7.63,397,329,726
Tree of Thoughts,default,1760,1583,14,6,4,2,2,2.80,397,359,756
Tree of Thoughts,creative,1760,1498,14,6,3,2,2,7.88,397,342,739
ReAct,precise,1826,1747,18,6,3,2,1,2.85,435,398,833
ReAct,default,1826,2233,18,6,4,2,2,3.16,435,486,921
ReAct,creative,1826,896,9,3,2,2,1,1.86,435,204,639
