Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,596,1526,13,5,3,2,2,2.85,155,384,539
Zero-shot,default,596,1812,13,5,3,2,2,2.98,155,409,564
Zero-shot,creative,596,1549,12,5,3,2,2,2.77,155,362,517
Few-shot,precise,1488,3905,21,9,3,1,1,5.27,341,890,1231
Few-shot,default,1488,3007,19,9,3,1,2,4.31,341,694,1035
Few-shot,creative,1488,5729,11,5,2,1,1,7.36,341,1252,1593
Chain-of-Thought,precise,1655,1729,17,7,3,1,2,3.05,385,421,806
Chain-of-Thought,default,1655,1921,18,8,3,1,2,4.50,385,459,844
Chain-of-Thought,creative,1655,2185,19,7,3,2,2,3.34,385,504,889
Self-Consistency,precise,1270,2104,18,6,3,1,2,5.35,280,514,794
Self-Consistency,default,1270,3547,20,6,3,2,2,5.52,280,834,1114
Self-Consistency,creative,1270,1863,17,6,3,2,2,3.26,280,455,735
System Prompt,precise,812,2709,11,5,5,1,4,6.69,194,609,803
System Prompt,default,812,2405,10,5,3,1,3,4.06,194,540,734
System Prompt,creative,812,2987,13,6,4,1,2,5.11,194,657,851
Role Prompt,precise,1067,2816,27,12,3,1,1,5.48,234,660,894
Role Prompt,default,1067,2754,24,12,3,1,1,4.14,234,621,855
Role Prompt,creative,1067,2797,21,10,3,1,2,4.84,234,643,877
Contextual,precise,795,2818,14,7,5,2,3,4.71,186,604,790
Contextual,default,795,2685,16,8,4,2,2,6.73,186,593,779
Contextual,creative,795,2581,14,8,5,2,3,13.87,186,576,762
Tree of Thoughts,precise,1751,1624,17,7,2,2,1,3.15,396,405,801
Tree of Thoughts,default,1751,1521,15,6,4,2,2,2.87,396,355,751
Tree of Thoughts,creative,1751,1640,16,7,2,2,1,2.86,396,384,780
ReAct,precise,1817,1170,9,3,4,3,2,2.07,434,259,693
ReAct,default,1817,1237,9,3,4,3,3,2.18,434,280,714
ReAct,creative,1817,1127,9,3,4,3,3,2.11,434,259,693
