Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,614,1407,11,5,3,1,1,2.55,160,356,516
Zero-shot,default,614,1601,13,5,3,2,1,2.64,160,391,551
Zero-shot,creative,614,1395,12,5,4,2,2,2.47,160,357,517
Few-shot,precise,1506,3099,14,7,4,1,1,4.72,346,727,1073
Few-shot,default,1506,2752,11,5,3,1,1,4.59,346,646,992
Few-shot,creative,1506,3746,15,7,3,1,1,5.41,346,854,1200
Chain-of-Thought,precise,1673,1949,16,7,3,1,1,3.17,390,478,868
Chain-of-Thought,default,1673,1652,15,7,3,1,1,2.95,390,419,809
Chain-of-Thought,creative,1673,1783,16,8,3,1,1,3.06,390,453,843
Self-Consistency,precise,1288,1643,15,6,4,2,2,2.96,285,450,735
Self-Consistency,default,1288,2760,24,10,3,1,1,4.70,285,703,988
Self-Consistency,creative,1288,1604,15,6,3,1,2,2.86,285,423,708
System Prompt,precise,830,2435,11,5,4,1,1,3.98,199,562,761
System Prompt,default,830,2401,10,5,4,2,2,3.88,199,548,747
System Prompt,creative,830,4308,10,5,2,1,1,6.19,199,972,1171
Role Prompt,precise,1085,2665,20,10,4,1,1,4.02,239,604,843
Role Prompt,default,1085,3020,20,10,3,1,1,4.29,239,675,914
Role Prompt,creative,1085,3198,20,10,4,1,1,4.66,239,722,961
Contextual,precise,793,1964,20,10,3,2,1,3.42,189,464,653
Contextual,default,793,2190,13,7,5,1,2,3.58,189,520,709
Contextual,creative,793,2061,10,6,5,1,2,3.52,189,493,682
Tree of Thoughts,precise,1769,1682,14,6,4,2,1,3.10,401,410,811
Tree of Thoughts,default,1769,1789,14,7,3,1,1,2.86,401,419,820
Tree of Thoughts,creative,1769,1582,14,7,3,1,2,2.96,401,415,816
ReAct,precise,1835,1319,9,3,4,2,1,2.24,439,324,763
ReAct,default,1835,1192,9,3,5,1,2,2.14,439,286,725
ReAct,creative,1835,1001,9,3,5,1,2,1.96,439,255,694
