Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,564,1522,13,5,3,2,2,2.80,148,372,520
Zero-shot,default,564,2291,14,5,4,2,1,3.93,148,653,801
Zero-shot,creative,564,2244,10,4,4,2,2,3.79,148,515,663
Few-shot,precise,1456,5077,11,5,2,1,1,7.16,334,1223,1557
Few-shot,default,1456,3449,18,8,3,2,2,4.94,334,780,1114
Few-shot,creative,1456,2538,15,6,3,2,1,3.69,334,580,914
Chain-of-Thought,precise,1623,1778,16,6,3,1,1,2.88,378,416,794
Chain-of-Thought,default,1623,2044,17,7,3,1,1,2.96,378,469,847
Chain-of-Thought,creative,1623,1846,16,6,3,2,1,2.87,378,420,798
Self-Consistency,precise,1238,2482,20,6,3,2,1,3.79,273,594,867
Self-Consistency,default,1238,3396,20,6,2,2,1,4.90,273,782,1055
Self-Consistency,creative,1238,3856,34,10,3,1,1,5.25,273,940,1213
System Prompt,precise,780,2948,14,6,3,1,1,4.60,187,705,892
System Prompt,default,780,2589,13,6,5,2,2,3.70,187,553,740
System Prompt,creative,780,2418,17,7,4,2,3,3.72,187,569,756
Role Prompt,precise,1035,3545,20,10,3,1,2,5.49,227,793,1020
Role Prompt,default,1035,2955,21,10,3,1,1,5.32,227,644,871
Role Prompt,creative,1035,3091,25,10,3,1,1,4.61,227,701,928
Contextual,precise,736,2172,14,7,3,2,2,3.54,175,477,652
Contextual,default,736,2209,14,6,4,2,3,3.34,175,493,668
Contextual,creative,736,2627,12,6,4,1,1,3.76,175,593,768
Tree of Thoughts,precise,1719,1468,14,6,2,1,1,2.35,389,363,752
Tree of Thoughts,default,1719,1872,16,6,2,1,1,3.25,389,483,872
Tree of Thoughts,creative,1719,2191,14,6,5,2,3,3.26,389,500,889
ReAct,precise,1785,1423,9,3,4,2,2,2.55,427,343,770
ReAct,default,1785,1131,9,3,3,2,1,2.02,427,243,670
ReAct,creative,1785,1272,9,3,3,2,1,2.06,427,259,686
