Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,608,1451,10,4,3,1,2,2.45,156,357,513
Zero-shot,default,608,1579,12,5,3,1,1,2.51,156,369,525
Zero-shot,creative,608,1141,10,4,2,1,1,1.88,156,257,413
Few-shot,precise,1500,2941,15,7,3,1,1,4.30,342,662,1004
Few-shot,default,1500,3502,17,8,2,1,1,4.91,342,801,1143
Few-shot,creative,1500,3385,14,6,2,1,1,4.83,342,773,1115
Chain-of-Thought,precise,1667,1811,15,7,3,1,1,2.92,386,418,804
Chain-of-Thought,default,1667,1766,14,6,3,1,1,2.65,386,401,787
Chain-of-Thought,creative,1667,1711,13,5,2,1,1,2.86,386,400,786
Self-Consistency,precise,1282,2160,18,6,2,1,1,3.06,281,489,770
Self-Consistency,default,1282,2453,18,6,3,1,2,3.57,281,546,827
Self-Consistency,creative,1282,2351,15,6,3,1,1,3.58,281,529,810
System Prompt,precise,824,2489,14,6,5,1,3,3.84,195,569,764
System Prompt,default,824,1881,10,4,2,1,1,3.11,195,454,649
System Prompt,creative,824,1863,10,5,5,1,3,3.06,195,416,611
Role Prompt,precise,1079,2663,23,10,3,1,1,3.68,235,604,839
Role Prompt,default,1079,2636,22,10,3,1,1,3.52,235,574,809
Role Prompt,creative,1079,3002,20,10,2,1,1,4.45,235,661,896
Contextual,precise,807,1839,14,7,3,2,2,2.86,187,409,596
Contextual,default,807,1860,15,7,3,2,1,3.06,187,443,630
Contextual,creative,807,3040,20,10,4,1,1,4.50,187,696,883
Tree of Thoughts,precise,1763,1337,13,6,2,1,1,2.45,397,332,729
Tree of Thoughts,default,1763,1700,14,6,3,1,1,2.45,397,384,781
Tree of Thoughts,creative,1763,1162,11,5,3,1,2,2.24,397,276,673
ReAct,precise,1829,946,9,3,3,2,1,1.44,435,210,645
ReAct,default,1829,895,9,3,3,2,1,1.82,435,208,643
ReAct,creative,1829,1216,9,3,3,2,1,1.94,435,261,696
