Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,559,1269,12,4,4,1,2,2.24,149,331,480
Zero-shot,default,559,1442,14,4,4,2,3,2.46,149,378,527
Zero-shot,creative,559,1367,13,4,4,2,3,2.45,149,368,517
Few-shot,precise,1451,2832,17,8,3,1,1,4.50,335,711,1046
Few-shot,default,1451,4801,19,8,3,1,1,6.76,335,1164,1499
Few-shot,creative,1451,2746,17,7,3,1,1,4.29,335,695,1030
Chain-of-Thought,precise,1618,1558,15,6,4,1,2,2.56,379,417,796
Chain-of-Thought,default,1618,1810,17,7,4,1,2,3.17,379,482,861
Chain-of-Thought,creative,1618,1946,19,7,3,1,2,3.37,379,532,911
Self-Consistency,precise,1233,2439,20,6,3,2,2,3.96,274,624,898
Self-Consistency,default,1233,3299,22,8,4,2,2,5.34,274,835,1109
Self-Consistency,creative,1233,2568,25,9,4,1,2,4.39,274,666,940
System Prompt,precise,775,2345,13,5,5,2,4,4.03,188,579,767
System Prompt,default,775,2852,15,7,5,1,4,4.59,188,670,858
System Prompt,creative,775,2997,11,4,4,2,2,4.26,188,655,843
Role Prompt,precise,1030,2847,22,10,3,1,1,4.39,228,697,925
Role Prompt,default,1030,2954,30,15,3,1,1,4.60,228,737,965
Role Prompt,creative,1030,3216,23,10,3,1,1,4.80,228,761,989
Contextual,precise,737,2162,18,10,5,2,3,3.57,176,533,709
Contextual,default,737,2374,18,10,4,1,2,3.78,176,580,756
Contextual,creative,737,2061,14,6,5,1,3,3.47,176,501,677
Tree of Thoughts,precise,1714,1516,17,7,4,1,2,2.66,390,397,787
Tree of Thoughts,default,1714,1634,18,7,3,1,2,2.96,390,437,827
Tree of Thoughts,creative,1714,1342,14,6,3,1,2,2.45,390,355,745
ReAct,precise,1780,942,9,3,5,3,2,1.80,428,243,671
ReAct,default,1780,1046,9,3,3,2,1,2.18,428,246,674
ReAct,creative,1780,1004,9,3,4,2,2,1.94,428,245,673
