Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,624,1600,10,4,4,3,2,2.81,157,361,518
Zero-shot,default,624,1866,13,5,4,1,2,2.94,157,452,609
Zero-shot,creative,624,1558,11,4,3,2,1,2.35,157,368,525
Few-shot,precise,1516,2699,13,6,4,2,2,3.57,343,587,930
Few-shot,default,1516,4422,12,6,3,1,1,5.58,343,989,1332
Few-shot,creative,1516,3121,11,5,4,2,1,4.44,343,691,1034
Chain-of-Thought,precise,1683,2226,16,6,3,2,1,3.92,387,510,897
Chain-of-Thought,default,1683,1923,17,7,3,1,1,3.12,387,443,830
Chain-of-Thought,creative,1683,1685,16,5,3,1,2,2.76,387,393,780
Self-Consistency,precise,1298,2794,23,9,3,2,1,4.06,282,640,922
Self-Consistency,default,1298,2609,21,9,2,2,1,3.91,282,590,872
Self-Consistency,creative,1298,2979,22,9,3,1,1,4.19,282,666,948
System Prompt,precise,840,2764,11,5,4,1,2,4.70,196,729,925
System Prompt,default,840,3058,12,5,5,1,2,4.51,196,715,911
System Prompt,creative,840,2689,12,6,5,2,3,3.77,196,573,769
Role Prompt,precise,1095,2676,20,10,3,1,1,3.68,236,586,822
Role Prompt,default,1095,2941,20,10,4,2,1,4.24,236,684,920
Role Prompt,creative,1095,2672,20,10,2,1,1,3.93,236,604,840
Contextual,precise,807,2389,13,7,4,2,2,3.46,188,551,739
Contextual,default,807,2195,12,7,4,2,3,3.28,188,481,669
Contextual,creative,807,2197,10,5,5,3,3,3.03,188,451,639
Tree of Thoughts,precise,1779,1544,13,6,3,2,1,2.39,398,350,748
Tree of Thoughts,default,1779,1398,12,5,3,1,1,2.45,398,330,728
Tree of Thoughts,creative,1779,1105,11,4,4,2,1,2.03,398,254,652
ReAct,precise,1845,1200,9,3,3,2,1,6.96,436,255,691
ReAct,default,1845,1307,9,3,3,2,1,2.04,436,290,726
ReAct,creative,1845,1542,9,3,5,2,1,2.25,436,314,750
