Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,624,1474,12,5,4,1,1,2.34,159,346,505
Zero-shot,default,624,1547,12,5,4,2,2,2.76,159,373,532
Zero-shot,creative,624,1413,10,4,4,1,3,2.24,159,318,477
Few-shot,precise,1516,2896,16,8,3,1,1,4.40,345,707,1052
Few-shot,default,1516,3249,18,9,3,1,1,5.00,345,764,1109
Few-shot,creative,1516,2777,12,5,5,1,2,4.19,345,648,993
Chain-of-Thought,precise,1683,1543,14,6,5,1,2,2.75,389,361,750
Chain-of-Thought,default,1683,1541,14,6,5,1,1,2.55,389,381,770
Chain-of-Thought,creative,1683,1310,14,6,4,1,2,2.44,389,311,700
Self-Consistency,precise,1298,2028,18,6,4,1,2,3.22,284,502,786
Self-Consistency,default,1298,2069,18,6,4,2,1,3.24,284,506,790
Self-Consistency,creative,1298,2189,21,9,4,1,1,3.71,284,541,825
System Prompt,precise,840,2544,12,5,5,1,4,4.24,198,551,749
System Prompt,default,840,2158,10,5,5,1,4,3.58,198,473,671
System Prompt,creative,840,2221,9,4,5,1,2,3.52,198,489,687
Role Prompt,precise,1095,2614,20,10,4,1,1,4.15,238,581,819
Role Prompt,default,1095,2375,16,7,5,1,1,3.47,238,520,758
Role Prompt,creative,1095,2607,19,9,4,1,2,4.19,238,587,825
Contextual,precise,799,2063,14,8,4,1,2,3.38,186,464,650
Contextual,default,799,1963,14,8,4,1,2,3.06,186,434,620
Contextual,creative,799,2256,12,7,5,1,3,3.68,186,492,678
Tree of Thoughts,precise,1779,1365,12,5,4,1,1,2.45,400,336,736
Tree of Thoughts,default,1779,1241,13,5,4,1,1,2.35,400,309,709
Tree of Thoughts,creative,1779,1250,13,6,3,1,1,2.25,400,299,699
ReAct,precise,1845,974,9,3,4,1,1,1.84,438,225,663
ReAct,default,1845,1423,9,3,4,2,1,2.35,438,310,748
ReAct,creative,1845,2165,18,6,5,1,3,2.91,438,506,944
