Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,594,1488,11,5,4,2,2,2.36,154,339,493
Zero-shot,default,594,1606,12,5,4,1,2,2.46,154,361,515
Zero-shot,creative,594,1388,9,4,4,2,3,2.26,154,306,460
Few-shot,precise,1486,2661,15,7,4,1,2,3.75,340,623,963
Few-shot,default,1486,2165,14,6,3,2,1,3.14,340,506,846
Few-shot,creative,1486,2259,11,5,4,1,1,3.08,340,503,843
Chain-of-Thought,precise,1653,2025,15,7,3,2,1,3.08,384,462,846
Chain-of-Thought,default,1653,1800,15,7,3,2,2,2.70,384,403,787
Chain-of-Thought,creative,1653,1616,14,7,3,1,2,7.65,384,357,741
Self-Consistency,precise,1268,1736,17,8,3,2,2,2.68,279,393,672
Self-Consistency,default,1268,3134,23,8,3,2,2,4.27,279,690,969
Self-Consistency,creative,1268,1474,12,6,3,2,2,2.25,279,324,603
System Prompt,precise,810,1402,10,5,4,2,3,2.35,193,331,524
System Prompt,default,810,1785,12,6,3,1,2,2.65,193,388,581
System Prompt,creative,810,1909,12,6,5,2,3,2.78,193,414,607
Role Prompt,precise,1065,2863,20,10,3,2,1,3.81,233,605,838
Role Prompt,default,1065,2197,20,10,3,2,1,3.36,233,499,732
Role Prompt,creative,1065,2718,22,10,3,2,1,3.74,233,603,836
Contextual,precise,768,1756,16,8,3,2,2,3.11,181,392,573
Contextual,default,768,1875,14,8,5,2,2,2.91,181,417,598
Contextual,creative,768,2170,18,10,4,2,1,3.77,181,499,680
Tree of Thoughts,precise,1749,1036,13,6,2,2,2,1.98,395,259,654
Tree of Thoughts,default,1749,948,12,6,2,3,2,1.69,395,232,627
Tree of Thoughts,creative,1749,1114,12,5,3,1,1,1.95,395,278,673
ReAct,precise,1815,1106,9,3,5,3,1,1.85,433,229,662
ReAct,default,1815,818,9,3,3,2,1,1.55,433,182,615
ReAct,creative,1815,958,9,3,5,3,1,1.67,433,208,641
