Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,553,1402,12,5,4,2,2,2.45,146,347,493
Zero-shot,default,553,1573,13,5,4,1,1,2.57,146,388,534
Zero-shot,creative,553,1652,12,4,4,1,1,2.84,146,385,531
Few-shot,precise,1445,2266,11,5,3,1,1,3.69,332,555,887
Few-shot,default,1445,3139,14,6,3,1,1,4.50,332,743,1075
Few-shot,creative,1445,2728,14,7,3,2,1,4.08,332,631,963
Chain-of-Thought,precise,1612,1742,16,6,3,2,2,2.76,376,435,811
Chain-of-Thought,default,1612,1829,15,5,3,1,1,3.05,376,451,827
Chain-of-Thought,creative,1612,1872,14,5,5,1,1,2.87,376,443,819
Self-Consistency,precise,1227,2433,21,6,3,2,1,3.58,271,592,863
Self-Consistency,default,1227,2341,21,6,3,1,1,3.78,271,566,837
Self-Consistency,creative,1227,3438,25,8,3,2,1,5.22,271,836,1107
System Prompt,precise,769,2634,12,5,3,1,1,4.18,185,613,798
System Prompt,default,769,3733,10,4,5,2,2,5.42,185,797,982
System Prompt,creative,769,2447,13,6,3,1,2,4.61,185,552,737
Role Prompt,precise,1024,2207,18,8,3,1,1,3.45,225,532,757
Role Prompt,default,1024,2991,18,8,3,1,1,4.71,225,677,902
Role Prompt,creative,1024,2327,22,8,3,1,1,3.67,225,573,798
Contextual,precise,729,1942,17,9,4,1,2,3.16,173,438,611
Contextual,default,729,2640,20,10,3,2,2,4.29,173,603,776
Contextual,creative,729,2150,14,7,4,1,2,3.88,173,530,703
Tree of Thoughts,precise,1708,1162,12,6,4,1,1,2.23,387,286,673
Tree of Thoughts,default,1708,1297,12,6,3,1,1,2.23,387,311,698
Tree of Thoughts,creative,1708,1313,13,5,3,1,2,2.58,387,331,718
ReAct,precise,1774,882,9,3,4,1,1,1.63,425,219,644
ReAct,default,1774,681,9,3,4,2,1,1.54,425,170,595
ReAct,creative,1774,922,9,3,4,2,1,1.63,425,219,644
