Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,591,868,6,3,2,2,3,2.48,154,189,343
Zero-shot,default,591,952,8,4,2,1,2,1.83,154,223,377
Zero-shot,creative,591,1151,8,4,2,2,1,2.05,154,250,404
Few-shot,precise,1483,2392,12,6,3,3,2,3.34,340,525,865
Few-shot,default,1483,2067,11,5,3,2,2,3.12,340,474,814
Few-shot,creative,1483,2581,14,6,3,2,1,3.82,340,566,906
Chain-of-Thought,precise,1650,1232,10,5,2,2,1,2.05,384,271,655
Chain-of-Thought,default,1650,1382,12,6,3,2,2,2.34,384,308,692
Chain-of-Thought,creative,1650,1487,13,6,3,2,2,2.29,384,334,718
Self-Consistency,precise,1265,1873,18,9,3,2,2,3.02,279,424,703
Self-Consistency,default,1265,1556,15,6,2,2,1,2.52,279,360,639
Self-Consistency,creative,1265,1279,12,6,3,2,2,2.10,279,294,573
System Prompt,precise,807,1394,8,4,2,2,3,2.29,193,307,500
System Prompt,default,807,1303,8,4,4,2,3,2.38,193,295,488
System Prompt,creative,807,1480,8,4,4,2,3,2.43,193,301,494
Role Prompt,precise,1062,1958,16,8,3,2,1,3.19,233,442,675
Role Prompt,default,1062,2077,15,8,4,2,1,3.02,233,438,671
Role Prompt,creative,1062,2677,20,10,2,1,1,3.84,233,578,811
Contextual,precise,765,1731,12,7,3,2,2,2.95,181,400,581
Contextual,default,765,1441,13,7,3,2,2,2.28,181,319,500
Contextual,creative,765,1641,13,7,3,2,3,2.67,181,393,574
Tree of Thoughts,precise,1746,984,10,5,3,2,2,1.79,395,229,624
Tree of Thoughts,default,1746,1001,10,5,3,1,2,1.84,395,244,639
Tree of Thoughts,creative,1746,984,10,5,2,1,1,1.78,395,240,635
ReAct,precise,1812,1235,9,3,3,2,1,2.14,433,259,692
ReAct,default,1812,894,9,3,3,3,1,1.48,433,194,627
ReAct,creative,1812,1007,9,3,3,3,1,1.56,433,204,637
