Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,588,1628,12,4,4,3,3,2.81,153,369,522
Zero-shot,default,588,1777,14,5,4,3,2,2.80,153,400,553
Zero-shot,creative,588,2456,15,5,4,3,1,3.61,153,541,694
Few-shot,precise,1480,3904,16,8,3,2,1,5.47,339,891,1230
Few-shot,default,1480,3779,16,7,3,2,1,5.15,339,850,1189
Few-shot,creative,1480,4815,15,6,3,1,1,6.43,339,1049,1388
Chain-of-Thought,precise,1647,2538,22,7,3,2,1,4.08,383,578,961
Chain-of-Thought,default,1647,2332,20,6,3,2,1,3.68,383,548,931
Chain-of-Thought,creative,1647,2676,15,5,3,2,1,3.78,383,584,967
Self-Consistency,precise,1262,2819,20,6,3,2,2,4.50,278,657,935
Self-Consistency,default,1262,3005,21,9,4,3,2,4.19,278,679,957
Self-Consistency,creative,1262,2827,18,6,4,3,1,4.01,278,635,913
System Prompt,precise,804,3194,13,5,5,3,3,4.68,192,757,949
System Prompt,default,804,2970,15,6,4,1,2,4.43,192,627,819
System Prompt,creative,804,3601,17,6,5,1,3,5.18,192,768,960
Role Prompt,precise,1059,3618,25,10,3,2,1,4.91,232,776,1008
Role Prompt,default,1059,3186,20,8,3,2,1,4.70,232,674,906
Role Prompt,creative,1059,3657,25,10,3,2,1,4.83,232,779,1011
Contextual,precise,769,2889,20,10,5,2,2,4.22,181,650,831
Contextual,default,769,2786,16,8,4,3,2,4.13,181,610,791
Contextual,creative,769,2269,14,6,4,2,3,3.47,181,496,677
Tree of Thoughts,precise,1743,1769,17,7,4,2,2,2.75,394,412,806
Tree of Thoughts,default,1743,1607,15,5,4,3,2,2.55,394,358,752
Tree of Thoughts,creative,1743,1867,15,5,3,3,1,2.96,394,403,797
ReAct,precise,1809,1305,9,3,3,2,1,2.04,432,282,714
ReAct,default,1809,1260,9,3,4,2,1,2.05,432,279,711
ReAct,creative,1809,1857,18,6,3,2,1,2.44,432,410,842
