Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,595,1154,10,4,3,2,2,2.24,153,260,413
Zero-shot,default,595,1386,10,4,3,2,2,2.42,153,319,472
Zero-shot,creative,595,1947,13,5,4,1,2,3.18,153,450,603
Few-shot,precise,1487,2657,13,6,3,2,2,3.80,339,615,954
Few-shot,default,1487,3855,14,6,3,1,1,5.65,339,859,1198
Few-shot,creative,1487,2859,16,7,3,1,1,4.56,339,681,1020
Chain-of-Thought,precise,1654,1654,14,5,3,2,1,2.72,383,374,757
Chain-of-Thought,default,1654,1424,15,5,3,1,1,2.54,383,345,728
Chain-of-Thought,creative,1654,1648,12,5,3,2,1,3.84,383,375,758
Self-Consistency,precise,1269,3083,27,12,3,2,1,4.70,278,741,1019
Self-Consistency,default,1269,2377,21,8,3,2,1,3.84,278,565,843
Self-Consistency,creative,1269,2572,27,6,3,2,1,4.02,278,642,920
System Prompt,precise,811,4253,13,5,3,2,2,6.95,192,912,1104
System Prompt,default,811,3245,10,4,2,1,1,9.52,192,679,871
System Prompt,creative,811,2960,11,5,3,1,1,4.70,192,678,870
Role Prompt,precise,1066,2987,25,10,3,2,1,4.90,232,687,919
Role Prompt,default,1066,2872,23,10,2,1,1,4.22,232,643,875
Role Prompt,creative,1066,2810,18,8,3,1,1,4.06,232,621,853
Contextual,precise,771,1664,14,8,3,2,2,2.67,181,391,572
Contextual,default,771,2576,20,10,3,2,1,4.97,181,607,788
Contextual,creative,771,2148,15,8,4,2,2,3.67,181,488,669
Tree of Thoughts,precise,1750,1345,14,6,3,2,1,2.36,394,318,712
Tree of Thoughts,default,1750,1338,15,6,2,2,1,2.45,394,330,724
Tree of Thoughts,creative,1750,1243,15,6,3,1,1,2.34,394,308,702
ReAct,precise,1816,1045,9,3,4,2,2,2.02,432,246,678
ReAct,default,1816,989,9,3,4,3,1,1.86,432,232,664
ReAct,creative,1816,1124,9,3,3,1,1,2.04,432,258,690
