Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,609,1514,11,4,3,2,1,2.65,158,345,503
Zero-shot,default,609,1419,11,5,3,2,1,2.67,158,330,488
Zero-shot,creative,609,1327,9,4,2,3,2,2.33,158,288,446
Few-shot,precise,1501,2888,15,7,3,2,1,4.50,344,678,1022
Few-shot,default,1501,4460,12,5,2,3,1,5.81,344,977,1321
Few-shot,creative,1501,3979,11,5,2,2,1,5.31,344,828,1172
Chain-of-Thought,precise,1668,1644,12,5,3,3,2,2.77,388,357,745
Chain-of-Thought,default,1668,1548,13,5,2,2,1,2.45,388,341,729
Chain-of-Thought,creative,1668,1643,14,6,3,1,2,2.86,388,376,764
Self-Consistency,precise,1283,2233,17,6,3,2,1,3.68,283,536,819
Self-Consistency,default,1283,1837,15,6,3,2,2,2.88,283,423,706
Self-Consistency,creative,1283,3008,22,8,3,2,1,4.59,283,704,987
System Prompt,precise,825,2188,14,6,3,2,1,3.78,197,541,738
System Prompt,default,825,2138,10,5,4,2,2,3.78,197,555,752
System Prompt,creative,825,1940,9,4,3,1,1,3.27,197,493,690
Role Prompt,precise,1080,2293,16,8,3,1,1,3.61,237,514,751
Role Prompt,default,1080,2796,20,10,3,2,1,3.95,237,601,838
Role Prompt,creative,1080,3063,19,9,2,1,1,4.50,237,688,925
Contextual,precise,860,1800,12,6,3,2,3,2.66,196,370,566
Contextual,default,860,1703,10,5,3,2,2,2.64,196,356,552
Contextual,creative,860,1611,11,5,3,1,2,2.59,196,358,554
Tree of Thoughts,precise,1764,1636,15,6,3,2,1,2.49,399,384,783
Tree of Thoughts,default,1764,1822,14,6,3,2,1,2.78,399,414,813
Tree of Thoughts,creative,1764,1776,17,7,2,2,1,2.62,399,418,817
ReAct,precise,1830,1245,9,3,3,3,1,1.83,437,257,694
ReAct,default,1830,1087,9,3,3,2,2,1.75,437,237,674
ReAct,creative,1830,1227,9,3,3,2,1,2.02,437,263,700
