Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,571,1618,13,5,4,3,3,2.45,149,353,502
Zero-shot,default,571,1094,8,3,5,3,3,1.61,149,221,370
Zero-shot,creative,571,1263,8,4,3,2,2,2.06,149,259,408
Few-shot,precise,1463,3519,16,7,4,3,1,4.21,335,716,1051
Few-shot,default,1463,3222,16,7,3,2,1,4.02,335,666,1001
Few-shot,creative,1463,4900,17,8,3,2,1,5.67,335,984,1319
Chain-of-Thought,precise,1630,1783,14,6,4,3,3,2.78,379,396,775
Chain-of-Thought,default,1630,2003,14,5,4,2,2,3.02,379,399,778
Chain-of-Thought,creative,1630,2506,17,5,4,3,2,3.58,379,527,906
Self-Consistency,precise,1245,2833,21,6,4,2,2,3.89,274,622,896
Self-Consistency,default,1245,2415,18,6,3,2,2,3.31,274,536,810
Self-Consistency,creative,1245,2434,18,6,4,3,3,3.52,274,523,797
System Prompt,precise,787,2482,12,5,5,3,5,3.42,188,508,696
System Prompt,default,787,2565,14,6,5,2,3,3.54,188,535,723
System Prompt,creative,787,2389,11,5,5,2,1,3.42,188,489,677
Role Prompt,precise,1042,2905,17,7,4,2,2,3.92,228,606,834
Role Prompt,default,1042,2922,18,8,3,2,1,3.69,228,584,812
Role Prompt,creative,1042,3187,16,6,3,2,1,4.26,228,637,865
Contextual,precise,754,2212,14,7,5,3,4,3.29,178,465,643
Contextual,default,754,1831,11,6,4,3,2,2.39,178,371,549
Contextual,creative,754,2250,13,6,5,3,3,3.23,178,459,637
Tree of Thoughts,precise,1726,1608,13,5,4,3,3,2.44,390,338,728
Tree of Thoughts,default,1726,1564,14,6,4,3,2,2.26,390,328,718
Tree of Thoughts,creative,1726,1844,16,6,3,2,2,2.54,390,396,786
ReAct,precise,1792,1588,9,3,5,3,3,2.28,428,321,749
ReAct,default,1792,1421,9,3,5,3,3,2.18,428,285,713
ReAct,creative,1792,1546,9,3,5,3,4,2.18,428,306,734
