Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,578,1980,15,6,4,1,2,3.06,150,460,610
Zero-shot,default,578,2014,14,6,4,1,2,3.00,150,466,616
Zero-shot,creative,578,1999,17,7,5,2,2,3.19,150,456,606
Few-shot,precise,1470,3382,12,6,2,1,1,4.96,336,781,1117
Few-shot,default,1470,3609,13,6,3,2,1,5.10,336,845,1181
Few-shot,creative,1470,3497,17,8,3,2,1,4.81,336,766,1102
Chain-of-Thought,precise,1637,2562,20,10,3,2,1,3.78,380,567,947
Chain-of-Thought,default,1637,2215,20,8,3,1,1,3.34,380,521,901
Chain-of-Thought,creative,1637,2110,19,7,3,1,1,3.04,380,485,865
Self-Consistency,precise,1252,2213,18,6,4,2,3,3.53,275,497,772
Self-Consistency,default,1252,2266,20,6,3,2,1,3.50,275,517,792
Self-Consistency,creative,1252,2988,23,9,3,2,1,4.33,275,688,963
System Prompt,precise,794,3614,12,5,5,2,4,4.84,189,771,960
System Prompt,default,794,3891,20,10,3,2,3,5.62,189,838,1027
System Prompt,creative,794,2487,14,5,3,1,1,4.29,189,708,897
Role Prompt,precise,1049,3575,28,13,3,1,1,4.91,229,780,1009
Role Prompt,default,1049,3452,27,12,2,1,1,4.91,229,754,983
Role Prompt,creative,1049,4399,33,15,3,1,1,6.34,229,990,1219
Contextual,precise,750,2658,13,6,5,2,4,4.08,177,574,751
Contextual,default,750,2822,20,10,5,1,3,4.40,177,654,831
Contextual,creative,750,2489,12,6,5,1,1,3.87,177,567,744
Tree of Thoughts,precise,1733,1733,15,6,3,1,1,2.86,391,418,809
Tree of Thoughts,default,1733,2732,20,10,3,2,1,3.99,391,630,1021
Tree of Thoughts,creative,1733,1878,13,6,4,1,2,3.03,391,434,825
ReAct,precise,1799,1143,9,3,3,2,1,2.13,429,259,688
ReAct,default,1799,1309,9,3,5,2,3,2.00,429,269,698
ReAct,creative,1799,1121,9,3,3,1,2,1.93,429,260,689
