Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,601,1618,13,5,5,2,2,2.46,155,368,523
Zero-shot,default,601,1299,12,4,4,1,2,2.26,155,312,467
Zero-shot,creative,601,1365,12,5,4,2,2,2.34,155,323,478
Few-shot,precise,1493,2457,13,6,4,1,2,3.32,341,537,878
Few-shot,default,1493,2327,15,6,3,1,2,3.41,341,549,890
Few-shot,creative,1493,2605,14,6,4,1,1,3.94,341,621,962
Chain-of-Thought,precise,1660,1820,17,7,4,1,2,2.80,385,424,809
Chain-of-Thought,default,1660,1505,15,5,4,2,2,2.55,385,356,741
Chain-of-Thought,creative,1660,1729,16,7,4,1,2,2.95,385,408,793
Self-Consistency,precise,1275,1868,18,6,3,1,1,2.97,280,455,735
Self-Consistency,default,1275,2062,19,6,4,1,1,3.37,280,520,800
Self-Consistency,creative,1275,1952,17,6,3,1,2,3.17,280,457,737
System Prompt,precise,817,1733,10,4,5,2,2,3.19,194,480,674
System Prompt,default,817,2132,10,4,4,1,1,3.33,194,466,660
System Prompt,creative,817,3035,10,5,5,1,2,4.39,194,645,839
Role Prompt,precise,1072,2434,18,8,4,1,2,3.67,234,534,768
Role Prompt,default,1072,2230,19,9,4,2,1,3.37,234,495,729
Role Prompt,creative,1072,3242,18,7,4,1,1,4.60,234,735,969
Contextual,precise,780,2755,14,6,5,2,2,4.28,184,675,859
Contextual,default,780,2239,16,7,5,2,2,3.49,184,501,685
Contextual,creative,780,2491,15,7,5,2,2,4.38,184,672,856
Tree of Thoughts,precise,1756,3190,14,5,2,1,1,4.31,396,702,1098
Tree of Thoughts,default,1756,1479,16,5,3,2,1,2.73,396,351,747
Tree of Thoughts,creative,1756,1733,16,6,3,2,2,2.86,396,396,792
ReAct,precise,1822,1057,9,3,4,1,1,1.93,434,237,671
ReAct,default,1822,940,9,3,5,2,1,1.74,434,212,646
ReAct,creative,1822,994,9,3,3,2,1,1.84,434,222,656
