Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,579,1263,9,4,5,2,3,2.24,147,271,418
Zero-shot,default,579,1087,9,4,5,3,3,2.09,147,246,393
Zero-shot,creative,579,1362,9,4,4,2,3,2.18,147,282,429
Few-shot,precise,1471,2937,14,6,3,2,2,3.91,333,633,966
Few-shot,default,1471,2885,15,7,3,1,1,4.39,333,645,978
Few-shot,creative,1471,3166,15,7,3,2,1,4.27,333,658,991
Chain-of-Thought,precise,1638,1654,15,7,3,2,2,2.88,377,369,746
Chain-of-Thought,default,1638,1665,14,6,3,2,2,2.56,377,338,715
Chain-of-Thought,creative,1638,2346,19,7,2,1,1,3.48,377,526,903
Self-Consistency,precise,1253,2291,17,7,4,2,3,3.72,272,515,787
Self-Consistency,default,1253,1801,15,6,3,2,2,2.79,272,407,679
Self-Consistency,creative,1253,2605,21,9,3,2,2,3.90,272,585,857
System Prompt,precise,795,2566,10,5,4,1,2,3.99,186,533,719
System Prompt,default,795,2258,11,5,5,1,4,3.52,186,497,683
System Prompt,creative,795,2513,8,4,4,1,2,3.89,186,548,734
Role Prompt,precise,1050,2770,25,10,3,2,1,4.04,226,595,821
Role Prompt,default,1050,2663,20,10,3,1,1,3.98,226,545,771
Role Prompt,creative,1050,2732,20,10,3,1,1,4.09,226,572,798
Contextual,precise,757,1990,13,8,5,2,2,3.06,174,414,588
Contextual,default,757,2240,16,8,3,3,2,3.57,174,462,636
Contextual,creative,757,2097,14,8,4,3,2,2.96,174,418,592
Tree of Thoughts,precise,1734,1520,17,8,2,2,2,2.76,388,352,740
Tree of Thoughts,default,1734,1300,14,6,4,2,3,2.23,388,293,681
Tree of Thoughts,creative,1734,1548,15,7,3,1,2,2.61,388,364,752
ReAct,precise,1800,1158,9,3,3,3,3,2.10,426,231,657
ReAct,default,1800,987,9,3,2,1,1,1.74,426,212,638
ReAct,creative,1800,1067,9,3,4,2,1,1.79,426,223,649
