Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,595,1709,11,5,4,3,2,3.08,156,397,553
Zero-shot,default,595,1422,13,5,4,3,1,2.45,156,350,506
Zero-shot,creative,595,1373,10,4,4,1,2,2.33,156,310,466
Few-shot,precise,1487,3124,13,6,3,2,3,4.51,342,748,1090
Few-shot,default,1487,2441,11,5,3,2,2,3.67,342,583,925
Few-shot,creative,1487,2518,14,6,4,3,2,3.88,342,622,964
Chain-of-Thought,precise,1654,1498,14,6,3,2,1,2.66,386,363,749
Chain-of-Thought,default,1654,2014,16,7,3,2,2,3.58,386,494,880
Chain-of-Thought,creative,1654,1304,14,6,3,2,2,2.55,386,338,724
Self-Consistency,precise,1269,2152,18,6,4,2,2,3.37,281,513,794
Self-Consistency,default,1269,2475,20,6,3,1,1,3.96,281,628,909
Self-Consistency,creative,1269,3157,22,8,3,2,1,4.78,281,762,1043
System Prompt,precise,811,2285,12,5,5,2,1,3.42,195,541,736
System Prompt,default,811,2642,9,4,4,2,2,3.94,195,586,781
System Prompt,creative,811,1501,9,4,3,2,2,3.09,195,423,618
Role Prompt,precise,1066,2607,25,10,3,1,1,3.98,235,615,850
Role Prompt,default,1066,2675,24,10,2,1,1,4.09,235,629,864
Role Prompt,creative,1066,2810,24,12,3,1,1,4.78,235,681,916
Contextual,precise,771,2427,16,8,4,1,2,3.81,183,564,747
Contextual,default,771,2551,11,6,3,1,2,4.66,183,709,892
Contextual,creative,771,2621,17,9,5,2,2,4.15,183,589,772
Tree of Thoughts,precise,1750,1351,14,6,3,1,2,2.45,397,332,729
Tree of Thoughts,default,1750,1156,12,5,3,2,2,2.10,397,287,684
Tree of Thoughts,creative,1750,1168,13,5,4,1,1,2.67,397,303,700
ReAct,precise,1816,901,9,3,5,4,1,1.54,435,217,652
ReAct,default,1816,1011,9,3,4,3,2,1.76,435,248,683
ReAct,creative,1816,955,9,3,4,3,2,1.80,435,234,669
