Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,632,1486,11,4,5,2,2,2.43,163,333,496
Zero-shot,default,632,1540,11,4,5,2,2,2.37,163,329,492
Zero-shot,creative,632,1596,12,4,4,2,2,2.51,163,337,500
Few-shot,precise,1524,2778,15,6,3,1,1,4.29,349,670,1019
Few-shot,default,1524,4045,17,6,3,1,1,5.83,349,904,1253
Few-shot,creative,1524,3387,13,6,4,2,1,4.80,349,758,1107
Chain-of-Thought,precise,1691,1872,16,6,3,1,2,2.90,393,418,811
Chain-of-Thought,default,1691,1898,16,6,3,2,1,2.92,393,401,794
Chain-of-Thought,creative,1691,2224,20,7,3,1,1,3.47,393,495,888
Self-Consistency,precise,1306,2387,20,6,3,1,2,3.68,288,554,842
Self-Consistency,default,1306,2449,20,6,3,2,1,3.79,288,543,831
Self-Consistency,creative,1306,3403,30,10,3,1,1,4.59,288,766,1054
System Prompt,precise,848,2178,12,5,3,1,2,3.85,202,582,784
System Prompt,default,848,2932,10,4,3,1,1,4.63,202,649,851
System Prompt,creative,848,2109,13,5,3,1,1,3.06,202,452,654
Role Prompt,precise,1103,3172,24,10,3,1,1,4.47,242,708,950
Role Prompt,default,1103,2821,22,8,3,1,1,3.90,242,618,860
Role Prompt,creative,1103,2741,23,10,2,1,1,3.86,242,595,837
Contextual,precise,808,1853,12,6,4,2,2,2.79,190,431,621
Contextual,default,808,2066,16,8,3,2,2,2.78,190,446,636
Contextual,creative,808,1769,11,6,5,3,2,2.93,190,410,600
Tree of Thoughts,precise,1787,2030,18,7,2,1,1,3.07,404,452,856
Tree of Thoughts,default,1787,2198,18,8,3,1,1,3.27,404,486,890
Tree of Thoughts,creative,1787,2352,17,7,4,2,1,3.67,404,516,920
ReAct,precise,1853,1173,9,3,4,2,1,1.84,442,253,695
ReAct,default,1853,2513,18,6,4,2,2,3.27,442,526,968
ReAct,creative,1853,1124,9,3,4,2,1,1.83,442,246,688
