Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,608,1239,7,3,5,3,4,2.11,157,273,430
Zero-shot,default,608,1853,13,4,5,3,1,2.66,157,391,548
Zero-shot,creative,608,1228,10,4,4,3,1,2.14,157,274,431
Few-shot,precise,1500,2513,14,7,3,2,1,3.58,343,556,899
Few-shot,default,1500,3301,16,7,3,2,1,4.23,343,719,1062
Few-shot,creative,1500,3710,13,6,3,1,1,4.86,343,810,1153
Chain-of-Thought,precise,1667,1507,14,5,5,4,3,2.45,387,357,744
Chain-of-Thought,default,1667,1368,13,5,4,3,2,2.24,387,314,701
Chain-of-Thought,creative,1667,1777,15,6,4,3,2,2.96,387,395,782
Self-Consistency,precise,1282,2096,18,6,4,3,2,3.26,282,489,771
Self-Consistency,default,1282,2144,18,6,3,2,2,3.28,282,479,761
Self-Consistency,creative,1282,1985,18,6,3,2,2,3.17,282,453,735
System Prompt,precise,824,3518,12,5,5,4,3,4.72,196,763,959
System Prompt,default,824,2690,12,5,3,2,3,4.34,196,610,806
System Prompt,creative,824,2172,10,5,3,2,1,3.22,196,478,674
Role Prompt,precise,1079,2665,20,10,4,3,1,3.78,236,571,807
Role Prompt,default,1079,2667,18,8,3,1,1,3.98,236,578,814
Role Prompt,creative,1079,2470,18,8,4,3,2,3.57,236,522,758
Contextual,precise,784,1721,12,7,5,3,2,2.76,185,381,566
Contextual,default,784,2220,13,8,4,2,2,8.49,185,471,656
Contextual,creative,784,1644,11,6,4,2,2,3.10,185,370,555
Tree of Thoughts,precise,1763,1288,15,6,3,3,2,2.71,398,317,715
Tree of Thoughts,default,1763,1204,13,5,4,3,2,7.89,398,285,683
Tree of Thoughts,creative,1763,1054,9,5,5,3,3,2.04,398,237,635
ReAct,precise,1829,1090,9,3,4,4,2,2.29,436,236,672
ReAct,default,1829,1226,9,3,4,3,2,2.05,436,266,702
ReAct,creative,1829,1378,9,3,4,3,2,3.11,436,293,729
