Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,603,1992,17,7,3,1,2,3.47,157,472,629
Zero-shot,default,603,1783,14,6,3,3,3,3.16,157,432,589
Zero-shot,creative,603,1731,13,5,4,2,3,2.96,157,403,560
Few-shot,precise,1495,3704,21,9,4,1,2,5.62,343,851,1194
Few-shot,default,1495,3391,20,10,4,1,2,4.91,343,779,1122
Few-shot,creative,1495,3635,15,7,3,1,2,5.11,343,804,1147
Chain-of-Thought,precise,1662,2127,18,8,3,1,2,3.57,387,489,876
Chain-of-Thought,default,1662,2059,16,7,5,2,2,3.01,387,455,842
Chain-of-Thought,creative,1662,2343,20,9,4,1,2,3.62,387,544,931
Self-Consistency,precise,1277,2112,18,6,3,3,2,3.57,282,487,769
Self-Consistency,default,1277,1906,18,6,3,3,2,3.08,282,457,739
Self-Consistency,creative,1277,2070,18,6,2,3,1,3.67,282,500,782
System Prompt,precise,819,2862,10,5,5,1,2,4.24,196,682,878
System Prompt,default,819,2665,13,6,5,2,3,3.72,196,570,766
System Prompt,creative,819,3448,13,6,3,2,2,5.03,196,784,980
Role Prompt,precise,1074,2949,22,10,3,1,2,4.67,236,656,892
Role Prompt,default,1074,2899,22,10,3,1,2,4.00,236,639,875
Role Prompt,creative,1074,2969,23,10,3,2,2,4.25,236,645,881
Contextual,precise,778,2483,20,10,4,2,1,3.93,184,559,743
Contextual,default,778,2227,15,8,3,1,2,3.45,184,511,695
Contextual,creative,778,2292,18,9,3,2,2,3.64,184,523,707
Tree of Thoughts,precise,1758,1939,17,8,3,1,2,3.08,398,448,846
Tree of Thoughts,default,1758,3684,37,5,2,2,1,5.01,398,856,1254
Tree of Thoughts,creative,1758,1532,17,7,4,1,2,3.27,398,382,780
ReAct,precise,1824,1080,9,3,3,2,2,1.83,436,253,689
ReAct,default,1824,1294,9,3,4,2,1,2.17,436,267,703
ReAct,creative,1824,1280,9,3,3,1,1,1.93,436,278,714
