Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,627,1743,13,5,4,1,3,2.82,159,403,562
Zero-shot,default,627,1880,12,5,3,1,2,3.13,159,433,592
Zero-shot,creative,627,2747,17,7,4,1,2,4.27,159,621,780
Few-shot,precise,1519,3626,18,9,3,1,1,4.70,345,786,1131
Few-shot,default,1519,3939,17,8,4,1,2,5.43,345,885,1230
Few-shot,creative,1519,5424,17,8,3,1,1,6.94,345,1144,1489
Chain-of-Thought,precise,1686,2346,18,7,3,1,1,3.48,389,517,906
Chain-of-Thought,default,1686,2079,17,7,3,1,2,2.95,389,448,837
Chain-of-Thought,creative,1686,2569,17,7,3,1,1,4.09,389,576,965
Self-Consistency,precise,1301,3755,24,8,4,2,2,5.08,284,863,1147
Self-Consistency,default,1301,2715,22,8,3,2,1,4.11,284,608,892
Self-Consistency,creative,1301,2674,23,9,4,2,2,4.13,284,622,906
System Prompt,precise,843,2414,11,5,4,1,2,3.79,198,526,724
System Prompt,default,843,2469,10,5,4,1,2,4.02,198,535,733
System Prompt,creative,843,2408,12,5,4,1,2,4.09,198,659,857
Role Prompt,precise,1098,3430,24,10,2,1,1,4.62,238,730,968
Role Prompt,default,1098,3437,23,10,3,1,1,4.78,238,756,994
Role Prompt,creative,1098,3491,26,11,3,1,1,4.71,238,766,1004
Contextual,precise,878,2063,12,6,5,1,2,3.05,197,445,642
Contextual,default,878,2765,20,10,3,1,2,4.41,197,615,812
Contextual,creative,878,2928,13,5,5,1,2,4.68,197,651,848
Tree of Thoughts,precise,1782,1570,13,6,3,1,2,2.56,400,358,758
Tree of Thoughts,default,1782,1814,14,6,4,1,2,2.76,400,405,805
Tree of Thoughts,creative,1782,1623,13,5,3,1,2,2.66,400,350,750
ReAct,precise,1848,1256,9,3,4,3,1,2.07,438,259,697
ReAct,default,1848,1272,9,3,4,3,1,1.92,438,251,689
ReAct,creative,1848,1343,9,3,4,3,1,2.03,438,269,707
