Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,605,1030,11,5,4,2,3,2.03,153,255,408
Zero-shot,default,605,1432,13,6,4,1,3,2.56,153,355,508
Zero-shot,creative,605,1505,11,5,4,2,3,2.57,153,359,512
Few-shot,precise,1497,4221,14,6,3,1,1,5.50,339,913,1252
Few-shot,default,1497,3897,16,7,3,1,1,5.01,339,859,1198
Few-shot,creative,1497,3971,15,7,5,1,2,5.21,339,886,1225
Chain-of-Thought,precise,1664,1622,18,8,3,2,2,2.75,383,407,790
Chain-of-Thought,default,1664,1385,15,7,3,2,2,2.29,383,341,724
Chain-of-Thought,creative,1664,1737,18,8,4,2,2,2.85,383,430,813
Self-Consistency,precise,1279,1917,18,9,3,2,2,3.38,278,470,748
Self-Consistency,default,1279,3401,25,10,3,1,2,4.75,278,818,1096
Self-Consistency,creative,1279,1839,15,6,4,2,2,3.06,278,423,701
System Prompt,precise,821,2730,12,6,3,1,2,4.90,192,615,807
System Prompt,default,821,2992,10,5,3,1,3,4.59,192,681,873
System Prompt,creative,821,2225,10,5,5,1,2,3.16,192,480,672
Role Prompt,precise,1076,2581,20,10,3,1,1,3.89,232,589,821
Role Prompt,default,1076,3211,22,10,3,1,1,4.60,232,713,945
Role Prompt,creative,1076,2662,22,10,2,1,1,3.98,232,609,841
Contextual,precise,779,2177,14,7,5,2,2,3.57,180,475,655
Contextual,default,779,1952,12,6,5,1,3,3.07,180,439,619
Contextual,creative,779,2355,19,10,4,2,3,3.67,180,546,726
Tree of Thoughts,precise,1760,1196,12,6,3,1,2,3.63,394,277,671
Tree of Thoughts,default,1760,1277,14,7,2,1,2,3.42,394,311,705
Tree of Thoughts,creative,1760,1003,13,6,4,2,2,3.27,394,248,642
ReAct,precise,1826,949,9,3,5,3,2,1.84,432,214,646
ReAct,default,1826,916,9,3,4,3,2,1.75,432,212,644
ReAct,creative,1826,1004,9,3,5,3,3,7.04,432,239,671
