Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,601,2065,17,6,3,2,1,3.13,153,463,616
Zero-shot,default,601,2048,16,6,3,2,1,3.00,153,446,599
Zero-shot,creative,601,2547,16,6,4,2,3,3.81,153,554,707
Few-shot,precise,1493,3279,20,8,3,2,1,4.19,339,735,1074
Few-shot,default,1493,3522,17,8,3,3,2,5.11,339,852,1191
Few-shot,creative,1493,3854,24,7,3,2,1,5.07,339,840,1179
Chain-of-Thought,precise,1660,2284,22,7,2,2,1,3.41,383,517,900
Chain-of-Thought,default,1660,2334,20,8,3,2,1,3.68,383,535,918
Chain-of-Thought,creative,1660,2110,19,6,3,2,1,3.57,383,475,858
Self-Consistency,precise,1275,2949,24,6,3,2,1,4.91,278,712,990
Self-Consistency,default,1275,2795,18,6,4,2,1,4.29,278,670,948
Self-Consistency,creative,1275,3098,23,6,2,2,1,4.39,278,708,986
System Prompt,precise,817,2370,13,5,5,2,4,18.62,192,516,708
System Prompt,default,817,3329,14,6,4,2,3,4.80,192,730,922
System Prompt,creative,817,2861,12,5,5,2,3,4.49,192,656,848
Role Prompt,precise,1072,2662,22,10,3,2,1,4.39,232,603,835
Role Prompt,default,1072,3145,25,12,3,1,1,4.35,232,705,937
Role Prompt,creative,1072,3607,23,10,2,1,1,4.84,232,802,1034
Contextual,precise,777,1925,14,7,4,2,2,2.84,181,410,591
Contextual,default,777,2938,19,10,4,2,2,3.96,181,651,832
Contextual,creative,777,2378,16,8,4,3,2,3.74,181,498,679
Tree of Thoughts,precise,1756,1444,14,6,3,3,2,2.44,394,321,715
Tree of Thoughts,default,1756,1527,14,7,2,1,1,2.83,394,362,756
Tree of Thoughts,creative,1756,1865,13,6,4,2,3,2.76,394,413,807
ReAct,precise,1822,1003,9,3,3,3,1,1.95,432,216,648
ReAct,default,1822,1413,9,3,3,3,1,2.46,432,283,715
ReAct,creative,1822,992,9,3,3,3,1,1.83,432,213,645
