Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,576,1317,10,5,3,2,1,2.26,150,307,457
Zero-shot,default,576,1361,10,5,3,1,2,2.23,150,306,456
Zero-shot,creative,576,1213,9,4,3,1,2,2.14,150,282,432
Few-shot,precise,1468,2395,14,7,3,2,1,3.78,336,579,915
Few-shot,default,1468,3445,13,6,3,2,1,4.49,336,761,1097
Few-shot,creative,1468,3855,15,7,3,1,1,5.11,336,873,1209
Chain-of-Thought,precise,1635,1639,15,7,3,1,2,2.75,380,391,771
Chain-of-Thought,default,1635,1337,13,6,3,2,2,2.23,380,322,702
Chain-of-Thought,creative,1635,1274,13,6,3,1,1,2.07,380,307,687
Self-Consistency,precise,1250,2392,20,9,3,3,2,3.46,275,562,837
Self-Consistency,default,1250,2109,20,9,2,2,2,3.23,275,503,778
Self-Consistency,creative,1250,2197,18,6,3,2,2,3.31,275,522,797
System Prompt,precise,792,1562,12,6,3,2,1,2.75,189,351,540
System Prompt,default,792,2196,11,5,3,1,2,3.58,189,555,744
System Prompt,creative,792,2151,10,5,4,1,2,3.27,189,490,679
Role Prompt,precise,1047,2129,16,8,3,2,1,3.47,229,495,724
Role Prompt,default,1047,2974,20,10,3,1,1,4.27,229,657,886
Role Prompt,creative,1047,2382,18,8,3,1,1,3.29,229,527,756
Contextual,precise,745,1933,14,7,4,2,3,2.93,177,430,607
Contextual,default,745,1646,12,6,5,2,3,2.68,177,383,560
Contextual,creative,745,1693,14,8,3,2,2,2.86,177,399,576
Tree of Thoughts,precise,1731,1472,13,6,3,1,1,2.35,391,345,736
Tree of Thoughts,default,1731,2623,22,2,4,2,1,3.37,391,608,999
Tree of Thoughts,creative,1731,1084,10,5,4,2,2,1.77,391,254,645
ReAct,precise,1797,1040,9,3,4,2,1,1.80,429,235,664
ReAct,default,1797,1089,9,3,5,2,1,1.72,429,243,672
ReAct,creative,1797,1040,9,3,4,2,1,1.85,429,226,655
